sample_id,size,size_kb,gc,predicted_mobility,total_defense_count,defense_richness,shannon_diversity,has_defense,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,cat_BREX,cat_CBASS,cat_CRISPR-Cas,cat_DISARM,cat_Druantia,cat_Other,cat_Phage Defense,cat_Restriction-Modification,cat_pAgo
NZ_CP039136.1,288045,288.045,0.572289052,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,0,0,0,0,0,0,0,0,0
NZ_CP039137.1,410547,410.547,0.591184444,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,0,0,0,0,0,0,0,0,0
NZ_CP039142.1,131975,131.975,0.572669066,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax mediterranei,0,0,0,0,0,0,0,0,0
NZ_CP039376.1,221861,221.861,0.641509774,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium mukohataei,0,0,0,0,0,0,0,0,0
NZ_CP040329.1,2465,2.465,0.692494929,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema versiforme_A,0,0,0,0,0,0,0,0,0
NZ_CP040331.1,492102,492.102,0.562871112,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema versiforme_A,0,0,0,0,0,1,0,1,1
NZ_CP040332.1,413865,413.865,0.599739045,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema versiforme_A,0,0,0,0,0,0,0,0,0
NZ_CP040333.1,18925,18.925,0.635297226,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema versiforme_A,0,0,0,0,0,0,0,0,0
NZ_CP040638.1,203201,203.201,0.605681074,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema pallidum,0,0,0,0,0,1,0,0,0
NZ_CP040639.1,70939,70.939,0.605040951,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema pallidum,0,0,0,0,0,0,0,0,0
NZ_CP040847.1,7674,7.674,0.447485014,non-mobilizable,0,0,0.0,0,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus indicus,0,0,0,0,0,0,0,0,0
NZ_CP042240.1,178915,178.915,0.637766537,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Salarchaeum,s__Salarchaeum sp007833275,0,0,1,0,0,1,0,0,0
NZ_CP044130.1,223917,223.917,0.640688291,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium sp009617995,0,0,0,0,0,0,0,0,0
NZ_CP044524.1,531768,531.768,0.620451024,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus halophilus,0,0,0,0,0,1,0,1,0
NZ_CP044525.1,219256,219.256,0.580535994,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus halophilus,0,0,0,0,0,1,0,0,0
NZ_CP044526.1,63455,63.455,0.59566622,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus halophilus,0,0,0,0,0,0,0,0,0
NZ_CP045489.1,431477,431.477,0.547540193,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum aibiense,0,0,0,0,0,1,0,2,0
NZ_CP045490.1,356702,356.702,0.591244232,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum aibiense,0,0,0,0,0,0,0,0,0
NZ_CP045491.1,207310,207.31,0.610916019,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum aibiense,0,0,0,0,0,0,0,0,0
NZ_CP053942.1,247617,247.617,0.584701373,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum salinarum,0,0,0,0,0,0,0,0,0
NZ_CP053943.1,155204,155.204,0.591614907,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum salinarum,0,0,0,0,0,1,0,1,0
NZ_CP054586.1,363938,363.938,0.583209228,non-mobilizable,3,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp003721435,0,0,0,0,0,3,0,0,0
NZ_CP054588.1,254488,254.488,0.659044827,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halolamina,s__Halolamina sp002025255,0,0,0,0,0,0,0,1,1
NZ_CP054589.1,253363,253.363,0.582740968,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halolamina,s__Halolamina sp002025255,0,0,0,0,0,1,0,1,0
NZ_CP054590.1,52906,52.906,0.579310475,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halolamina,s__Halolamina sp002025255,0,0,0,0,0,0,0,0,0
NZ_CP054708.1,602938,602.938,0.691017982,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum grantii,0,0,2,0,0,1,0,0,0
NZ_CP054709.1,419060,419.06,0.639975183,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum grantii,0,0,1,0,0,1,0,0,0
NZ_CP054710.1,132808,132.808,0.597697428,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum grantii,0,0,0,1,0,0,0,1,0
NZ_CP054711.1,24593,24.593,0.64705404,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum grantii,0,0,0,0,0,0,0,0,0
NZ_CP054712.1,14560,14.56,0.63125,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum grantii,0,0,0,0,0,0,0,0,0
NZ_CP058530.1,263745,263.745,0.693958179,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum halophilum,0,0,0,0,0,0,0,0,0
NZ_CP058531.1,186742,186.742,0.57335254,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum halophilum,0,0,0,0,0,0,0,0,0
NZ_CP058532.1,148857,148.857,0.611284656,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum halophilum,0,0,0,0,0,0,0,0,0
NZ_CP058580.1,239483,239.483,0.713750037,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum salinum,0,0,0,0,0,0,0,0,0
NZ_CP063206.1,608598,608.598,0.616536696,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,0,0,0,0,0,0,0,0,0
NZ_CP063207.1,322970,322.97,0.669114778,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,0,0,0,0,0,0,0,0,0
NZ_CP063208.1,65035,65.035,0.55816099,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,0,0,0,0,0,0,0,1,0
NZ_CP064336.1,11015,11.015,0.425147526,non-mobilizable,0,0,0.0,0,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanothermobacteraceae,g__Methanothermobacter,s__Methanothermobacter thermautotrophicus,0,0,0,0,0,0,0,0,0
NZ_CP064790.1,137790,137.79,0.569700269,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum desulfuricans,0,0,0,0,0,0,0,0,0
NZ_CP064792.1,180725,180.725,0.561892378,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum sp017094465,0,0,0,0,0,0,0,0,1
NZ_CP069189.1,138030,138.03,0.5572122,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,0,0,0,0,0,1,0,0,0
NZ_CP069190.1,171484,171.484,0.641762497,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,0,0,0,0,0,0,0,0,0
NZ_CP069191.1,220397,220.397,0.621718989,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,0,0,0,0,0,1,0,0,0
NZ_CP069192.1,280619,280.619,0.61911346,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,0,0,0,0,0,0,0,0,0
NZ_CP069193.1,96392,96.392,0.58395925,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,0,0,0,0,0,0,0,0,1
NZ_CP069377.1,4441,4.441,0.453951813,non-mobilizable,0,0,0.0,0,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanothermobacteraceae,g__Methanothermobacter,s__Methanothermobacter marburgensis,0,0,0,0,0,0,0,0,0
NZ_CP070333.1,100133,100.133,0.61888688,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,0,0,0,0,0,0,0
NZ_CP070334.1,105947,105.947,0.600413414,non-mobilizable,4,3,1.0397207708399179,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,1,0,0,0,0,1,0,2,0
NZ_CP070335.2,299663,299.663,0.591457738,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,0,1,0,1,0,0,0
NZ_CP070336.1,2144,2.144,0.615205224,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,0,0,0,0,0,0,0
NZ_CP070337.2,49847,49.847,0.584448412,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,0,0,0,0,0,0,0
NZ_CP070375.1,284178,284.178,0.590742422,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,0,1,0,0,0,0,0
NZ_CP070376.1,54914,54.914,0.613741487,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,1,0,0,0,0,0,0
NZ_CP073367.1,116596,116.596,0.563930152,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,0,0,0,0,0,0,0,1,0
NZ_CP073368.1,540110,540.11,0.566851197,non-mobilizable,4,4,1.3862943611198906,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,0,0,1,0,0,1,0,2,0
NZ_CP073369.1,387656,387.656,0.592636255,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,0,0,0,0,0,0,0,0,0
NZ_CP073370.1,55294,55.294,0.547075632,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,0,1,0,0,0,0,0,1,0
NZ_CP073371.1,204099,204.099,0.550326067,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,0,0,0,0,0,0,0,0,0
NZ_CP073372.1,139649,139.649,0.540454998,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,0,0,0,0,0,0,0,0,0
NZ_CP077714.1,37750,37.75,0.355337748,non-mobilizable,0,0,0.0,0,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus shibatae,0,0,0,0,0,0,0,0,0
NZ_CP077716.1,37840,37.84,0.355946089,non-mobilizable,0,0,0.0,0,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus shibatae,0,0,0,0,0,0,0,0,0
NZ_CP078064.1,344046,344.046,0.569502334,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,0,0,0,0,0,1,0,0,0
NZ_CP078065.1,327798,327.798,0.614863422,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,0,0,1,0,0,0,0,0,0
NZ_CP081959.1,271515,271.515,0.570620408,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,0,0,0,0,0,0,0,2,0
NZ_CP081960.1,487397,487.397,0.644121732,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,0,0,0,0,0,1,0,1,0
NZ_CP081961.1,8308,8.308,0.555488686,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum magnesiiphilum,0,0,0,0,0,0,0,0,0
NZ_CP082247.1,891417,891.417,0.576678479,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,0,0,0,0,0,0,0,0,0
NZ_CP082248.1,881002,881.002,0.564222329,non-mobilizable,2,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp019879105,0,0,0,0,0,2,0,0,0
NZ_CP082285.1,93698,93.698,0.590247391,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum rubrum,0,0,0,0,0,0,0,0,0
NZ_CP082287.1,240419,240.419,0.585261564,non-mobilizable,4,3,1.0397207708399179,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,0,1,0,0,0,1,0,2,0
NZ_CP082288.1,336694,336.694,0.675295669,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,0,0,0,0,0,0,0,0,0
NZ_CP082289.1,161865,161.865,0.587415439,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum roseum,0,0,0,0,0,1,0,0,0
NZ_CP083664.1,356276,356.276,0.591412276,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097815,0,0,0,0,0,0,0,0,0
NZ_CP083665.1,48463,48.463,0.616367125,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097815,0,0,0,0,0,0,0,0,0
NZ_CP083667.1,422800,422.8,0.616996216,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,0,0,0,0,0,0,0,0,0
NZ_CP083668.1,149551,149.551,0.53745545,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,0,0,0,0,0,0,0,0,1
NZ_CP083669.1,99406,99.406,0.562873468,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,0,0,0,0,0,0,0,0,0
NZ_CP083670.1,49319,49.319,0.617186074,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus sp020097835,0,0,0,0,0,0,0,0,0
NZ_CP084319.1,285490,285.49,0.596994641,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena alkaliphila,0,0,0,0,0,1,0,0,0
NZ_CP084320.1,161705,161.705,0.655224019,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena alkaliphila,0,0,0,0,0,0,0,0,0
NZ_CP084464.1,394162,394.162,0.675597851,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium salinisoli,0,0,0,0,0,2,0,0,0
NZ_CP084465.1,80696,80.696,0.573473282,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium salinisoli,0,0,0,0,0,0,0,0,0
NZ_CP084467.1,524325,524.325,0.650239832,non-mobilizable,6,5,1.5607104090414063,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium salinisoli,1,0,0,0,0,2,0,3,0
NZ_CP084468.1,103645,103.645,0.556437841,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium salinisoli,0,0,0,0,0,0,0,1,0
NZ_CP084470.1,400082,400.082,0.574169795,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema salinisoli,0,0,0,0,0,1,0,0,0
NZ_CP084471.1,113814,113.814,0.546092748,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema salinisoli,0,0,0,0,0,0,0,0,0
NZ_CP084473.1,320393,320.393,0.576242302,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp020405225,0,0,0,0,0,0,0,0,0
NZ_CP084474.1,334334,334.334,0.550225224,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp020405225,0,0,0,0,0,0,0,0,0
NZ_CP084475.1,161989,161.989,0.558605831,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp020405225,0,0,0,0,0,0,0,0,0
NZ_CP084476.1,79583,79.583,0.609037106,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp020405225,0,0,0,0,0,0,0,0,0
NZ_CP084477.1,57942,57.942,0.616461289,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp020405225,0,0,0,0,0,0,0,0,0
NZ_CP084478.1,33932,33.932,0.581250737,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp020405225,0,0,0,0,0,0,0,0,0
NZ_CP084880.1,425401,425.401,0.55332263,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema halophilum,0,0,0,0,0,0,0,0,0
NZ_CP084881.1,56996,56.996,0.590269493,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema halophilum,0,0,0,0,0,0,0,0,0
NZ_CP084882.1,508040,508.04,0.545281868,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp013456555,0,0,0,0,0,2,0,0,1
NZ_CP084883.1,465323,465.323,0.594301163,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp013456555,0,0,0,0,0,0,0,0,0
NZ_CP084884.1,358925,358.925,0.571762903,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp013456555,0,0,0,0,0,1,1,0,1
NZ_CP084885.1,224373,224.373,0.546037179,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp013456555,0,0,0,0,0,1,0,0,0
NZ_CP085325.1,135207,135.207,0.588268359,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Salarchaeum,s__Salarchaeum japonicum,0,0,0,0,0,1,0,0,0
NZ_CP085883.1,235323,235.323,0.601887618,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,0,0,0,0,0,0,0
NZ_CP085884.1,42817,42.817,0.578181563,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,0,0,0,0,0,1,0
NZ_CP087722.1,166871,166.871,0.552210989,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halalkaliarchaeum,s__Halalkaliarchaeum sp024972735,0,0,1,0,1,0,0,0,0
NZ_CP087725.1,34990,34.99,0.528408117,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halanaeroarchaeum,s__Halanaeroarchaeum sp024972755,0,0,0,0,0,0,0,1,0
NZ_CP089467.1,11599,11.599,0.692732132,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium litoreum,0,0,0,0,0,0,0,0,0
NZ_CP089469.1,368639,368.639,0.585977067,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium noricense,0,0,0,0,0,1,0,0,0
NZ_CP089470.1,54438,54.438,0.582277086,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium noricense,0,0,0,0,0,0,0,0,0
NZ_CP089594.1,197166,197.166,0.668238946,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium sp021249405,0,0,0,0,0,2,0,0,0
NZ_CP089595.1,121104,121.104,0.584794887,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium sp021249405,0,0,0,0,0,0,0,0,0
NZ_CP089596.1,1442,1.442,0.608183079,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium sp021249405,0,0,0,0,0,0,0,0,0
NZ_CP090372.1,263782,263.782,0.692025991,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum sp021431925,0,0,0,0,0,0,0,0,0
NZ_CP090373.1,135778,135.778,0.577553065,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum sp021431925,0,0,0,0,0,2,0,1,0
