replicon	AbiE	All_UG	Avs	Azaca	BREX	CBASS	Cas	Ceres	DISARM	DS-11	Druantia	Gabija	HEC-05	Hachiman	Hna	Kiwa	PD-T7-2	PD-T7-4	Prometheus	Pycsar	RM	RloC	Shango	Shedu	ShosTA	SoFIC	Tiamat	Viperin	pAgo	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_MN918441.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918442.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918443.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_OX281346.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NZ_QJOW01000005.1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QJOW01000006.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QKNW01000002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis longus
AB190359.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Thermoplasma	s__Thermoplasma acidophilum
AP027740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium petrolearium
CP002990.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina sp000224475
CP003317.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermoproteaceae	g__Pyrobaculum	s__Pyrobaculum oguniense
CP031298.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
CP031299.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
CP031300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
CP031301.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
CP031302.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
CP040679.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__QS-9-68-17	g__Halostella	s__Halostella pelagica
CP040681.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__QS-9-68-17	g__Halostella	s__Halostella pelagica
CP046868.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Salinibaculum	s__Salinibaculum litoreum
CP119562.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0002]
CP135527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
KF527230.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NC_000905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter thermautotrophicus
NC_001337.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter thermautotrophicus
NC_001375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NC_001771.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_001773.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus abyssi
NC_001811.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis_D
NC_002097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina acetivorans
NC_002101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_002121.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NC_002125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter thermautotrophicus
NC_004852.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_004853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_005562.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Acidianus	s__Acidianus ambivalens
NC_005907.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus solfataricus
NC_006390.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NC_006391.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NC_006393.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NC_006422.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_006423.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_006424.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_006425.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_007427.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas pharaonis
NC_007428.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas pharaonis
NC_008696.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei	o__Thermofilales	f__Thermofilaceae	g__Thermofilum_B	s__Thermofilum_B pendens
NC_009136.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis_D
NC_009658.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NC_010011.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_010088.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NC_010365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_010597.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_010598.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_011299.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Acidianus	s__Acidianus hospitalis
NC_012890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus_B	s__Archaeoglobus_B profundus
NC_013157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus fervens
NC_013201.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium mukohataei
NC_013408.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus vulcanius
NC_013409.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus vulcanius
NC_013536.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NC_013742.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus_B	s__Archaeoglobus_B profundus
NC_013745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena turkmenica
NC_013747.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena turkmenica
NC_013748.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena turkmenica
NC_013749.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena turkmenica
NC_013770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus
NC_013777.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus solfataricus
NC_013888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus sp000025525
NC_013925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrialba	s__Natrialba magadii
NC_013964.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NC_013965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NC_014115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NC_014302.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halalkalicoccaceae	g__Halalkalicoccus	s__Halalkalicoccus jeotgali
NC_014303.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halalkalicoccaceae	g__Halalkalicoccus	s__Halalkalicoccus jeotgali
NC_014409.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter marburgensis
NC_014731.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogeometricum	s__Halogeometricum borinquense
NC_014732.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogeometricum	s__Halogeometricum borinquense
NC_014735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogeometricum	s__Halogeometricum borinquense
NC_014737.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogeometricum	s__Halogeometricum borinquense
NC_015430.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix	s__Methanothrix soehngenii
NC_015632.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanothermococcus_A	s__Methanothermococcus_A okinawensis
NC_015659.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halopiger	s__Halopiger xanaduensis
NC_015944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NC_016049.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Picrophilus	s__Picrophilus oshimae
NC_016637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix_A	s__Methanothrix_A harundinacea_E
NC_017458.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
NC_017460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
NC_017942.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mediterranei
NC_017943.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mediterranei
NC_019285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NC_019967.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema pellirubrum
NC_019975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus occultus
NC_019976.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus occultus
NC_021914.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus solfataricus
NC_025188.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp000296615
NZ_AP011527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis
NZ_AP011953.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter sp000828575
NZ_AP025699.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae_A	g__Methanothermobacter_A	s__Methanothermobacter_A tenebrarum
NZ_CP007056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halostagnicola	s__Halostagnicola larsenii
NZ_CP007058.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halostagnicola	s__Halostagnicola larsenii
NZ_CP007059.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halostagnicola	s__Halostagnicola larsenii
NZ_CP007552.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mediterranei
NZ_CP008888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus eurythermalis
NZ_CP009519.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina vacuolata
