sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP010530.1	1	405316	0.598515726	ad2ebead84e878a1f07b6cf71967a8e7	-	-	-	-	-	-	-	-	non-mobilizable	AG653	AQ704	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP010531.1	1	133853	0.553891209	3fe854b4dda59394a61b66019b7a7beb	-	-	-	-	-	-	-	-	non-mobilizable	AF771	AP768	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP010532.1	1	116496	0.542035778	bedcac420ddf5c7c0f98c3129c15e051	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP010533.1	1	104322	0.537489695	8a885d05723a7961dba249167ff84a9f	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP010534.1	1	41915	0.618179649	929cf4c4fc2ce53a421b70a47232af0f	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP011565.1	1	124256	0.553961177	62b834e0a4e6a0427f639bf26d9b983a	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AB410	AK180	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halanaeroarchaeum	s__Halanaeroarchaeum sulfurireducens
NZ_CP011948.1	1	488062	0.645786806	a3e1f3e062586cbbc6dff07225a056d2	-	-	-	-	-	-	-	-	non-mobilizable	AC689	AL979	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP011949.1	1	335881	0.668537369	634739147eca9a659f31777086055410	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP011950.1	1	113655	0.528450134	567b4572bdcff62965ff810a1ffd2256	-	-	-	-	-	-	-	-	non-mobilizable	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP011951.1	1	35465	0.539940787	926abef7d7e6cac6debf5c45dbebf197	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP014751.1	1	49106	0.519875372	3f1ce1182bc0dc39578855c919386829	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus peptonophilus
NZ_CP014863.1	1	38045	0.439137863	171268e2b39ef60dcf34d6e4d85ac3e1	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus profundus
NZ_CP019068.1	1	276813	0.61186794	67def7aecb9c72955d3a88621ea50bca	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	AC695	AL991	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis sp001989615
NZ_CP019069.1	1	120563	0.651742243	0051ebb296d35fb0ef28b95656138962	-	-	-	-	-	-	-	-	non-mobilizable	AE550	AO354	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis sp001989615
NZ_CP019156.1	1	129893	0.553101399	4cd42e76048c2ff5f0740cb70d7e3ccd	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula taiwanensis
NZ_CP019157.1	1	100322	0.556976536	8d8f01462c54e5c0623b54fa434eaacc	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula taiwanensis
NZ_CP019286.1	1	216196	0.56411312	7eed0504dedfbedc01cca2476ad070d8	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halobiforma	s__Halobiforma lacisalsi
NZ_CP019287.1	1	3760	0.613297872	584eac648bdbf37bd7c77e905269a98f	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halobiforma	s__Halobiforma lacisalsi
NZ_CP019328.1	1	202531	0.609748631	2226f4a2373d1cb77ecd13c83f148b19	-	-	-	-	-	-	-	-	non-mobilizable	AG050	AQ065	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum daqingense
NZ_CP019329.1	1	180835	0.559714657	6028c5523e1fa0573585d85b311ee0cb	-	-	-	-	-	-	-	-	non-mobilizable	AG933	AQ989	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum daqingense
NZ_CP019330.1	1	54993	0.576637027	b317932fcf69b9006ac98a02244aed64	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum daqingense
NZ_CP024045.1	1	101047	0.526606431	bb54dcf9ddcf4e836e0960cd8a4885c2	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrarchaeobaculum	s__Natrarchaeobaculum sulfurireducens
NZ_CP024046.1	1	166472	0.567032294	2f2de8eb1d74f3a524f034d047fdee70	-	-	-	-	-	-	-	-	non-mobilizable	AF454	AP403	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrarchaeobaculum	s__Natrarchaeobaculum sulfurireducens
NZ_CP026310.1	1	237003	0.575507483	99d79208b531d0fc2060b698c3ff1f9b	-	-	-	-	-	-	-	-	non-mobilizable	AG652	AQ703	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP026311.1	1	198037	0.591833849	c4d8d6a1c12ecfc59d21f655812c0b37	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP026312.1	1	118877	0.588499037	5fa0b7180164f2dc2311d439954b4042	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AC650	AL924	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP026313.1	1	129442	0.578645262	8898f09f2bd910853a2bbfede01228fd	-	-	-	-	MPF_T	"NC_015955_00540,NC_002608_00126"	-	-	non-mobilizable	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP026314.1	1	39196	0.632462496	cb7f51a23432369a84bc807c22662d3a	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP027032.1	1	235493	0.569362996	7f8b7f3a415b3810ebe16a51a56e6b7b	-	-	-	-	-	-	-	-	non-mobilizable	AF454	AP403	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrarchaeobaculum	s__Natrarchaeobaculum sulfurireducens
NZ_CP030065.1	1	300774	0.570168964	4e46b48ad310be3de67e7bfcea337eda	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp003990725
NZ_CP031147.1	1	225191	0.571781288	69d9816d1fce210e63fc299f25a01804	-	-	-	-	-	-	-	-	non-mobilizable	AA654	AI925	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus rubicundus
NZ_CP031149.1	1	147062	0.566849356	a3b5fc7ed167894d40f2ddf193ef0280	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus rubicundus
NZ_CP031151.1	1	112309	0.581164466	1f38d9958ebdc4ef648f0053fb67eda4	-	-	-	-	-	-	-	-	non-mobilizable	AF009	AO907	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus rubicundus
NZ_CP031152.1	1	91783	0.588682	7a50fc89198d9849462be04f17a1163d	-	-	-	-	-	-	-	-	non-mobilizable	AD777	AN432	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus rubicundus
NZ_CP031306.1	1	827667	0.593688041	c0b670bfc9d96adfcf74b1ef99095212	-	-	-	-	-	-	-	-	non-mobilizable	AE452	AO235	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum bangense
NZ_CP031307.1	1	213905	0.590364882	42753281535138301e3c1f04c5e880f2	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum bangense
NZ_CP031308.1	1	146189	0.553851521	db1e1c43eb397f57ae8ac849cfd533b0	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum bangense
NZ_CP031309.1	1	115465	0.576659594	4665d7a34ab3cab8e4e8cf105fb9bc53	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum bangense
NZ_CP031312.1	1	397862	0.659032529	db646a0b43bd6b2f10d91288d449dc21	-	-	-	-	-	-	-	-	non-mobilizable	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus limi
NZ_CP031313.1	1	207965	0.566946361	e5ec4af1eb53377424b9583d3bf826a5	-	-	-	-	-	-	-	-	non-mobilizable	AD005	AM403	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus limi
NZ_CP031314.1	1	185668	0.598476851	920f06b80f224552fac72ba7c743c6ad	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus limi
NZ_CP034146.1	1	41138	0.567674656	981ed1fe6e8ba30afbdc7aa4e146bcbc	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus aerogenes
NZ_CP034344.1	1	267815	0.584407147	36d56c9f39017fe95ad71a81fb54145c	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AG105	AQ123	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus salinarum
NZ_CP034690.1	1	13972	0.675994847	4936ad80a91482ce42fc97509e91ee03	-	-	-	-	-	-	-	-	non-mobilizable	AC344	AL505	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp004114375
NZ_CP034691.1	1	117216	0.548184548	e2659258dfb0ea9502c7068106528256	-	-	-	-	-	-	-	-	non-mobilizable	AA165	AH813	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp004114375
NZ_CP034693.1	1	163120	0.551256744	05c550cf7efda34069a7433c5d86e988	-	-	-	-	-	-	-	-	non-mobilizable	AA165	AH813	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp004114375
NZ_CP034941.1	1	606697	0.573815265	0bcc247da0a3d1c2ae4cd501ab62027a	-	-	-	-	-	-	-	-	non-mobilizable	AF410	AP355	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum ezzemoulense
NZ_CP034942.1	1	57310	0.546588728	5393902adbf8def6b3e690553b088e39	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum ezzemoulense
NZ_CP035120.1	1	303357	0.642902587	a6b5a3552743d5c3966c52ec80a9deee	-	-	-	-	-	-	-	-	non-mobilizable	AA363	AI333	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus pelagicus
NZ_CP035121.1	1	111878	0.544065857	d78d572acaf65bdc856f8d44e0570e4c	-	-	-	-	MPF_T	"NC_015955_00540,NC_015667_00008"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus pelagicus
NZ_CP035122.1	1	58328	0.549873131	77b257df7f3ae7d44fd971ba78e72ad8	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus pelagicus
NZ_CP038632.1	1	148406	0.605993019	3ac4cb093ef2760c679ba6ca3c5a934b	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP038633.1	1	102666	0.564860811	709feb1f4a1f4ed342eb5c51727190e4	-	-	-	-	-	-	-	-	non-mobilizable	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP039132.1	1	33451	0.55624645	08ecd3d0863f78601cecf33d3513be5a	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039133.1	1	33297	0.542451272	5c0a12455c0a971858759294bf419665	-	-	-	-	-	-	-	-	non-mobilizable	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039134.1	1	155291	0.583304892	0ad1e4a50b0ca0b9cea5f6fa768de21e	-	-	-	-	-	-	-	-	non-mobilizable	AG105	AQ123	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039135.1	1	132675	0.544820049	69230f7f5e6938796482d42a53c51f0e	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	AG189	AQ210	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039136.1	1	288045	0.572289052	13ae1e8a4ba4060b1c1e0d9f36723c5a	-	-	-	-	-	-	-	-	non-mobilizable	AD931	AN625	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039137.1	1	410547	0.591184444	339e6b794b90fdc832fee3a7cce2a166	-	-	-	-	-	-	-	-	non-mobilizable	AF584	AP557	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039142.1	1	131975	0.572669066	2bf036472dec2506b4d8a41b4ea27a1e	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mediterranei
NZ_CP039376.1	1	221861	0.641509774	aaa6606cdc9c24180b275afbb072e443	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium mukohataei
NZ_CP040329.1	1	2465	0.692494929	76c5a40c8e530119bc4e0bbca51c4756	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema versiforme_A
NZ_CP040331.1	1	492102	0.562871112	dd0964131256a5dbe758bb6dae191872	-	-	-	-	MPF_T	"NC_019963_00206,NC_019963_00204"	-	-	non-mobilizable	AH450	AR506	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema versiforme_A
NZ_CP040332.1	1	413865	0.599739045	ae93568c1aa1d6f6c6547135ca84729e	-	-	-	-	-	-	-	-	non-mobilizable	AC693	AL988	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema versiforme_A
NZ_CP040333.1	1	18925	0.635297226	88a18df9d548ba523a862b82fd33ecb1	-	-	-	-	-	-	-	-	non-mobilizable	AH419	AR475	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema versiforme_A
NZ_CP040638.1	1	203201	0.605681074	b0a35a421191e59471ed27f3a85d4a2d	-	-	-	-	-	-	-	-	non-mobilizable	AB361	AK102	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema pallidum
NZ_CP040639.1	1	70939	0.605040951	02b2d9cadd8634110259008c57beeba3	-	-	-	-	-	-	-	-	non-mobilizable	AG621	AQ669	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema pallidum
NZ_CP040847.1	1	7674	0.447485014	c54aa3ffb14d96ba03f4f2c25dbd40d7	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus indicus
NZ_CP042240.1	1	178915	0.637766537	003d2af8f0d07a2732ce08f813089ea1	-	-	-	-	-	-	-	-	non-mobilizable	AE467	AO252	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Salarchaeum	s__Salarchaeum sp007833275
NZ_CP044130.1	1	223917	0.640688291	c87332de73d2896c38d65b53e431abad	-	-	-	-	-	-	-	-	non-mobilizable	AG121	AQ140	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium sp009617995
NZ_CP044524.1	1	531768	0.620451024	0e5228331791223bcf6e90fee9c5ba45	-	-	-	-	-	-	-	-	non-mobilizable	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus halophilus
NZ_CP044525.1	1	219256	0.580535994	f5571f5640b78cd13832893f0723a4ba	-	-	-	-	-	-	-	-	non-mobilizable	AB084	AJ653	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus halophilus
NZ_CP044526.1	1	63455	0.59566622	9ef47b2462380d11ab2e8de3f1299b91	-	-	-	-	-	-	-	-	non-mobilizable	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus halophilus
NZ_CP045489.1	1	431477	0.547540193	76ff09914942c12b489fb411045b7689	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum aibiense
NZ_CP045490.1	1	356702	0.591244232	ab44b05d6ddb347ca60500d1b21420b8	-	-	-	-	-	-	-	-	non-mobilizable	AE990	AO885	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum aibiense
NZ_CP045491.1	1	207310	0.610916019	df6bf8cf2673c6c39ee1aaf997b5de8c	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum aibiense
NZ_CP053942.1	1	247617	0.584701373	021579248520d9b54735ec2e3ef7aafd	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum salinarum
NZ_CP053943.1	1	155204	0.591614907	206b517df437134c1534f10f5f3ac6d6	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum salinarum
NZ_CP054586.1	1	363938	0.583209228	dc41f8d4210f4ba989b15f96975fa7db	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AD579	AN183	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp003721435
NZ_CP054588.1	1	254488	0.659044827	b2d68f2b5333b02ca870cb25b02f0752	-	-	-	-	-	-	-	-	non-mobilizable	AD515	AN095	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina sp002025255
NZ_CP054589.1	1	253363	0.582740968	7d21a4d41d90f3e6ae795facb1282c22	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina sp002025255
NZ_CP054590.1	1	52906	0.579310475	53614ee16069cd23241c249a6428e7c5	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina sp002025255
NZ_CP054708.1	1	602938	0.691017982	fb89528bd9ba0e3e461915290b3fac4a	-	-	-	-	-	-	-	-	non-mobilizable	AB567	AK405	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
