qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	query_coverage	source_plasmid	target_category	source_phylum	source_family	target_phylum	target_family	target_plasmid
NZ_CP109982_1_1__spacer0	NZ_CP110252.1	100.0	26	0	0	1	26	85721	85696	4.01e-06	52.0	26	317901	100.0	NZ_CP109982_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_1__spacer1	NZ_CP110252.1	100.0	35	0	0	1	35	85658	85624	3.23e-11	69.9	35	317901	100.0	NZ_CP109982_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_1__spacer2	NZ_CP110252.1	100.0	36	0	0	1	36	85586	85551	8.65e-12	71.9	36	317901	100.0	NZ_CP109982_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_1__spacer3	NZ_CP110252.1	100.0	37	0	0	1	37	85513	85477	2.31e-12	73.8	37	317901	100.0	NZ_CP109982_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_1__spacer3	NZ_CP109786.1	100.0	37	0	0	1	37	13961	13925	2.31e-12	73.8	37	41784	100.0	NZ_CP109982_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109786.1
NZ_CP109982_1_1__spacer4	NZ_CP110252.1	100.0	36	0	0	1	36	85439	85404	8.65e-12	71.9	36	317901	100.0	NZ_CP109982_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_3__spacer0	NZ_CP110252.1	100.0	26	0	0	1	26	85721	85696	4.01e-06	52.0	26	317901	100.0	NZ_CP109982_1_3	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_3__spacer1	NZ_CP110252.1	100.0	35	0	0	1	35	85658	85624	3.23e-11	69.9	35	317901	100.0	NZ_CP109982_1_3	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_3__spacer2	NZ_CP110252.1	100.0	36	0	0	1	36	85586	85551	8.65e-12	71.9	36	317901	100.0	NZ_CP109982_1_3	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_3__spacer3	NZ_CP110252.1	100.0	37	0	0	1	37	85513	85477	2.31e-12	73.8	37	317901	100.0	NZ_CP109982_1_3	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP109982_1_3__spacer3	NZ_CP109786.1	100.0	37	0	0	1	37	13961	13925	2.31e-12	73.8	37	41784	100.0	NZ_CP109982_1_3	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109786.1
NZ_CP109982_1_3__spacer4	NZ_CP110252.1	100.0	36	0	0	1	36	85439	85404	8.65e-12	71.9	36	317901	100.0	NZ_CP109982_1_3	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP110252.1
NZ_CP110252_1_1__spacer0	NZ_CP109982.1	100.0	36	0	0	1	36	5749	5714	8.65e-12	71.9	36	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer0	NZ_CP109982.1	100.0	36	0	0	1	36	299697	299662	8.65e-12	71.9	36	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer1	NZ_CP109982.1	100.0	37	0	0	1	37	5676	5640	2.31e-12	73.8	37	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer1	NZ_CP109982.1	100.0	37	0	0	1	37	299624	299588	2.31e-12	73.8	37	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer1	NZ_CP109786.1	100.0	37	0	0	1	37	13925	13961	2.31e-12	73.8	37	41784	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109786.1
NZ_CP110252_1_1__spacer2	NZ_CP109982.1	100.0	36	0	0	1	36	5602	5567	8.65e-12	71.9	36	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer2	NZ_CP109982.1	100.0	36	0	0	1	36	299550	299515	8.65e-12	71.9	36	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer3	NZ_CP109982.1	100.0	35	0	0	1	35	5529	5495	3.23e-11	69.9	35	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer3	NZ_CP109982.1	100.0	35	0	0	1	35	299477	299443	3.23e-11	69.9	35	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer4	NZ_CP109982.1	100.0	26	0	0	1	26	5457	5432	4.01e-06	52.0	26	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP110252_1_1__spacer4	NZ_CP109982.1	100.0	26	0	0	1	26	299405	299380	4.01e-06	52.0	26	316817	100.0	NZ_CP110252_1_1	plasmid	p__Halobacteriota	f__Haloarculaceae	p__Halobacteriota	f__Haloarculaceae	NZ_CP109982.1
NZ_CP135524_1_2__spacer11	CP135527.1	100.0	34	0	0	1	34	64216	64183	1.2e-10	67.9	34	76233	100.0	NZ_CP135524_1_2	plasmid	p__Halobacteriota	f__Natrialbaceae	p__Halobacteriota	f__Natrialbaceae	CP135527.1
NZ_CP135524_1_2__spacer75	CP135527.1	100.0	36	0	0	1	36	9765	9730	8.65e-12	71.9	36	76233	100.0	NZ_CP135524_1_2	plasmid	p__Halobacteriota	f__Natrialbaceae	p__Halobacteriota	f__Natrialbaceae	CP135527.1
NZ_CP135524_1_2__spacer88	CP135527.1	100.0	38	0	0	1	38	9442	9405	6.16e-13	75.8	38	76233	100.0	NZ_CP135524_1_2	plasmid	p__Halobacteriota	f__Natrialbaceae	p__Halobacteriota	f__Natrialbaceae	CP135527.1
NZ_CP135524_1_2__spacer88	NZ_CP119798.1	97.368	38	1	0	1	38	152916	152879	1.5e-10	67.9	38	176392	100.0	NZ_CP135524_1_2	plasmid	p__Halobacteriota	f__Natrialbaceae	p__Halobacteriota	f__Natrialbaceae	NZ_CP119798.1
NZ_CP135524_1_2__spacer88	NZ_CP119801.1	97.297	37	1	0	2	38	10195	10159	5.93e-10	65.9	38	58880	97.36842105263158	NZ_CP135524_1_2	plasmid	p__Halobacteriota	f__Natrialbaceae	p__Halobacteriota	f__Natrialbaceae	NZ_CP119801.1
NZ_CP135524_1_3__spacer2	NZ_CP119797.1	97.222	36	1	0	1	36	888725	888760	2.11e-09	63.9	36	916029	100.0	NZ_CP135524_1_3	plasmid	p__Halobacteriota	f__Natrialbaceae	p__Halobacteriota	f__Natrialbaceae	NZ_CP119797.1
NZ_CP135524_1_3__spacer3	CP135527.1	96.97	33	1	0	1	33	38674	38706	1.08e-07	58.0	33	76233	100.0	NZ_CP135524_1_3	plasmid	p__Halobacteriota	f__Natrialbaceae	p__Halobacteriota	f__Natrialbaceae	CP135527.1
