accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_003086415.1	0	54.67	0	149	k__Archaea (UID2)	107	0	408582	90.92207862	20	109969	24.47148935	449376	RS_GCF_003086415.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Nanoarchaeales;f__Nanopusillaceae;g__Nanopusillus;s__Nanopusillus stetteri_A	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Nanoarchaeales	f__Nanopusillaceae	g__Nanopusillus	s__Nanopusillus stetteri_A	not type material	none	f	4	4	95961	95961	40620	1	2901	NZ_QEFP02000007.1	4316	1	80	NZ_QEFP02000002.1	2841	5059	0	98.803	APJZ01000002.49237.52085	Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanopusillaceae;Candidatus Nanopusillus;Candidatus Nanopusillus sp. Nst1	22468	22468	f	f	t	40620	40620	Contig	ASM308641v2	na	PRJNA224116	SAMN06968103	20	40620	USA: Yellowstone National Park Hot spring NL01	09.11.21	GCA_003086415.2	derived from single cell	full	SCGC AB-777_F03	single cell amplified by MDA; Acidic hot spring	44.7519 N 110.7288 W	0	0	Candidatus Nanobsidianus stetteri	none	na	3	none	none	none	none	none	09.11.21	0	1294122	1	SCGC AB-777_F03	Montana State University	1294122	d__Archaea;p__Nanoarchaeota;c__Candidatus Nanoarchaeia;o__Nanoarchaeales;f__Nanopusillaceae;g__Candidatus Nanobsidianus;s__Candidatus Nanobsidianus stetteri	d__Archaea;x__DPANN group;p__Nanoarchaeota;c__Candidatus Nanoarchaeia;o__Nanoarchaeales;f__Nanopusillaceae;g__Candidatus Nanobsidianus;s__Candidatus Nanobsidianus stetteri	0	449376	11	29	none	449376	0	QEFP00000000.2	525	20	40620	1	none	none	none	none	none	none	1487	NZ_QEFP02000007.1	1487	2639	0	98.722	APJZ01000002.58109.59609	Archaea;Nanoarchaeota;Nanoarchaeia;Nanoarchaeales;Nanopusillaceae;Candidatus Nanobsidianus;Candidatus Nanopusillus sp. Nst1	0	17	29	0
RS_GCF_020700235.1	0	99.5	2.41	359	f__Halobacteriaceae (UID84)	235	44.44	5154996	82.21001094	7	3514871	56.0538909	6270521	RS_GCF_020700235.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__Haladaptatus pallidirubidus	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus pallidirubidus	type strain of species	LPSN	f	1	1	3821467	3821467	3821467	3	2902	NZ_CP085301.1	3821467	3	115	NZ_CP085301.1	2896	5036	0	98.066	JDTH01000003.346.3250	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloadaptaceae;Haladaptatus;Haladaptatus cibarius D43	895788	895788	t	f	f	3821467	3821467	Complete Genome	ASM2070023v1	na	PRJNA224116	SAMN22364628	none	none	China: Xinjiang	01.11.21	GCA_020700235.1	none	full	none	saline soil	none	7	0	Haladaptatus pallidirubidus	none	representative genome	9	7	1	3821467	572393	365107	01.11.21	0	1008152	3	YIM 93656	Jiangsu University	1008152	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haladaptatus;s__Haladaptatus pallidirubidus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haladaptatus;s__Haladaptatus pallidirubidus	0	6270521	11	56	assembly from type material	6270521	0	none	6785	7	3821467	3	none	none	none	none	none	none	1472	NZ_CP085301.1	1472	2706	0	99.864	JF449425.1.1484	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloadaptaceae;Haladaptatus;Haladaptatus pallidirubidus	0	19	55	0
GB_GCA_020833055.1	0	92.45	1.87	149	k__Archaea (UID2)	107	0	1268493	91.18036273	25	676656	48.63861253	1391191	GB_GCA_020833055.1	t	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum sp020833055	d__Archaea	p__Thermoproteota	c__Korarchaeia	o__Korarchaeales	f__Korarchaeaceae	g__Korarchaeum	s__Korarchaeum sp020833055	not type material	none	f	3	3	389235	389235	389235	1	3012	JAJHQZ010000001.1	389235	1	115	JAJHQZ010000001.1	2041	3369	0	96.472	CP000968.1328184.1331644	Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum OPF8	55647	55647	t	f	f	147713	147713	Contig	ASM2083305v1	na	PRJNA568220	SAMN18938190	25	147713	USA: Yellowstone National Park; GGS063 Spring	10.11.21	GCA_020833055.1	derived from metagenome	full	Bin S22	Sediments from shelf	44.69047 N 110.72917 W	0	0	Candidatus Korarchaeum sp.	none	na	3	none	none	none	none	none	10.11.21	0	2831942	1	Bin S22	DOE Joint Genome Institute	2831942	d__Archaea;p__Candidatus Korarchaeota;c__;o__;f__;g__Candidatus Korarchaeum;s__	d__Archaea;x__TACK group;p__Candidatus Korarchaeota;g__Candidatus Korarchaeum;x__unclassified Candidatus Korarchaeum;s__Candidatus Korarchaeum sp.	0	1391191	11	46	none	1391191	0	JAJHQZ000000000.1	1511	25	389235	1	none	none	none	none	none	none	1494	JAJHQZ010000001.1	1434	2586	0	99.233	CP000968.1326582.1328013	Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum OPF8	0	19	46	0
GB_GCA_938049565.1	0	76.21	0	145	k__Archaea (UID2)	103	0	755147	90.85458877	29	253773	30.53238847	831160	GB_GCA_022117465.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus limneticus	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus limneticus	not type material	none	f	7	7	78848	78848	67516	1	2978	CALKHH010000002.1	33165	1	112	CALKHH010000012.1	2977	5086	0	97.514	CP021324.508901.511883	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosomarinus catalina	28660	28660	f	f	t	45551	45551	Contig	AH-24oct19-257	na	PRJEB35640	SAMEA14081555	29	45551	none	13.07.22	GCA_938049565.1	derived from metagenome	full	AH-24oct19-257	Freshwater lake	none	0	none	Thaumarchaeota archaeon	none	na	none	none	none	none	none	none	13.07.22	0	2026795	none	AH-24oct19-257	"BIOLOGY CENTRE ASCR, V.V.I., INSTITUTE OF HYDROBIO"	2026795	d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thaumarchaeota;x__unclassified Thaumarchaeota;s__Thaumarchaeota archaeon	0	831160	none	none	none	831160	0	CALKHH000000000.1	1063	29	67516	1	none	none	none	none	none	none	1470	CALKHH010000002.1	1470	2621	0	98.844	CP021324.507270.508740	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosomarinus catalina	0	18	31	0
GB_GCA_021796385.1	0	90.27	1.6	188	p__Euryarchaeota (UID3)	125	0	2075542	90.91921386	87	1405527	61.57079388	2282842	GB_GCA_021796385.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021796385	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__JAJYEA01	s__JAJYEA01 sp021796385	not type material	none	f	9	9	210158	210158	33551	2	881	JAJYXQ010000016.1	33551	1	117	JAJYXQ010000016.1	880	309	3.75E-82	73.864	LDZU01010615.1333.4245	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;terrestrial metagenome	26238	28183	f	f	t	88265	88265	Scaffold	ASM2179638v1	na	PRJNA666025	SAMN20843282	87	88265	China: Fankou Lead-Zinc Mine; Guangdong Province	01.02.22	GCA_021796385.1	derived from metagenome	full	FK3.bin56	acid mine drainage sediment	25.049111 N 113.664022 E	0	none	Thermoplasmata archaeon	none	na	none	81	9	88265	26576	8838	01.02.22	6	1906666	none	FK3.bin56	"Sun Yat-sen University, Guangzhou"	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	60	2282842	none	none	none	2282782	0	JAJYXQ000000000.1	2019	81	124606	2	none	none	none	none	none	none	896	JAJYXQ010000030.1	896	1587	0	98.661	KF225648.1.918	Archaea;Thermoplasmatota;Thermoplasmata;uncultured;uncultured bacterium	60	19	40	0
GB_GCA_021807225.1	0	50.97	0	145	k__Archaea (UID2)	103	0	796424	89.79153748	53	542302	61.14923606	886970	GB_GCA_021807225.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021807225	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021807225	not type material	none	f	6	6	145027	145027	none	0	none	none	none	0	none	none	none	none	none	none	none	none	16733	17739	f	f	t	26323	37043	Scaffold	ASM2180722v1	na	PRJNA666025	SAMN20844491	53	26323	China: Yunfu Pyrite Mine; Guangdong Province	01.02.22	GCA_021807225.1	derived from metagenome	full	YF1.bin63	acid mine drainage sediment	22.964803 N 112.014426 E	0	none	archaeon	none	na	none	50	6	37043	11273	6745	01.02.22	3	1906665	none	YF1.bin63	"Sun Yat-sen University, Guangzhou"	1906665	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon	120	886970	none	none	none	886850	0	JAKAPI000000000.1	1047	50	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	120	16	34	0
GB_GCA_023131555.1	0	90.29	1.94	145	k__Archaea (UID2)	103	0	1003949	89.4150852	238	527975	47.02323485	1122796	GB_GCA_023131555.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__SOJC01;g__JAGLZJ01;s__JAGLZJ01 sp023131555	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__SOJC01	g__JAGLZJ01	s__JAGLZJ01 sp023131555	not type material	none	f	52	52	35585	35585	none	0	none	none	14304	1	98	JAGLZJ010000009.1	none	none	none	none	none	none	4717	4717	f	f	t	6194	6194	Contig	ASM2313155v1	na	PRJNA707313	SAMN18452476	238	6194	China: South China Sea	26.04.22	GCA_023131555.1	derived from metagenome	full	RS_13_60	deep sea sediment	22.17 N 119.28 E	0	0	Candidatus Bathyarchaeota archaeon	none	na	3	none	none	none	none	none	26.04.22	0	2026714	2	RS_13_60	"Institute of Oceanology, Chinese Academy of Sciences"	2026714	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	0	1122796	11	25	none	1122796	0	JAGLZJ000000000.1	1356	238	14304	1	none	none	none	none	none	none	479	JAGLZJ010000009.1	475	878	0	100	FJ455961.1.940	Archaea;Crenarchaeota;Bathyarchaeia;uncultured archaeon	0	15	26	0
GB_GCA_023474065.1	0	84.63	0.97	145	k__Archaea (UID2)	103	0	656774	93.49242479	27	276306	39.40484713	702489	GB_GCA_021817165.1	f	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum sp021817165	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Parvarchaeales	f__Parvarchaeaceae	g__Parvarchaeum	s__Parvarchaeum sp021817165	not type material	none	f	7	7	79865	79865	none	0	none	none	none	0	none	none	none	none	none	none	none	none	25970	28099	f	f	t	32664	44974	Scaffold	ASM2347406v1	na	PRJNA666095	SAMN27868478	27	32664	China: Guangdong	18.05.22	GCA_023474065.1	derived from metagenome	full	FK_Sedi_B_Bin.355	Fankou acid mine drainage sediment Core B	25.049023 N 113.664012 E	0	0	Candidatus Parvarchaeota archaeon	none	na	3	25	7	44974	25535	18680	18.05.22	2	2077140	1	FK_Sedi_B_Bin.355	Sun Yat-Sen University	2077140	d__Archaea;p__Candidatus Parvarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Parvarchaeota;x__unclassified Candidatus Parvarchaeota;s__Candidatus Parvarchaeota archaeon	1291	702489	11	45	none	701198	0	JAMCYK000000000.1	777	25	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1291	18	45	0
GB_GCA_021790825.1	0	55.91	0.8	188	p__Euryarchaeota (UID3)	125	0	1100693	90.01495761	221	862620	70.552787	1222789	GB_GCA_021817245.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184 sp021817245	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__UBA184	s__UBA184 sp021817245	not type material	none	f	49	49	55466	55466	18130	1	208	JAJYFS010000009.1	none	0	none	none	156	154	3.97E-36	84.615	LYOS01000002.121502.124434	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Syntrophoarchaeaceae;Candidatus Syntrophoarchaeum;Candidatus Syntrophoarchaeum caldarius	5532	5878	f	f	t	6342	6342	Scaffold	ASM2179082v1	na	PRJNA666025	SAMN20842590	221	6342	China: Dabaoshan Pyrite-Copper Mine; Guangdong Province	01.02.22	GCA_021790825.1	derived from metagenome	full	DBS1-2.bin56	acid mine drainage sediment	24.55645 N 113.745245 E	0	none	Thermoplasmata archaeon	none	na	none	208	49	6342	4045	2996	01.02.22	13	1906666	none	DBS1-2.bin56	"Sun Yat-sen University, Guangzhou"	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	130	1222789	none	none	none	1222659	0	JAJYFS000000000.1	1356	208	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	130	13	22	0
GB_GCA_944321505.1	0	96.37	0	187	p__Euryarchaeota (UID3)	124	0	1280460	92.43910415	31	855924	61.79095621	1385193	GB_GCA_944321505.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__SIG5;s__SIG5 sp944321505	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__SIG5	s__SIG5 sp944321505	not type material	none	f	7	7	162496	162496	14806	2	2351	CALULN010000008.1	162496	2	115	CALULN010000021.1	2336	3291	0	92.209	LJKL01000008.85245.88037	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Methanomassiliicoccales archaeon RumEn M2	44683	44683	f	f	t	58141	58141	Contig	E17__bin108	na	PRJEB53581	SAMEA110133894	31	58141	none	30.06.22	GCA_944321505.1	derived from metagenome	full	E17__bin108	chicken caecal content	none	0	none	Candidatus Methanomethylophilaceae archaeon	none	na	none	none	none	none	none	none	30.06.22	0	2517205	none	E17__bin108	Institut National pour la Recherche Agronomique (FRANCE)	2517205	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Candidatus Methanomethylophilaceae;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Candidatus Methanomethylophilaceae;x__unclassified Candidatus Methanomethylophilaceae;s__Candidatus Methanomethylophilaceae archaeon	0	1385193	none	none	none	1385193	0	CALULN000000000.1	1402	31	10921	2	none	none	none	none	none	none	515	CALULN010000026.1	515	850	0	96.505	JX648297.1.1470	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanoplasma;uncultured Methanomassiliicoccales archaeon	0	18	45	0
GB_GCA_021162425.1	0	87.38	4.67	149	k__Archaea (UID2)	107	66.67	882800	92.48831062	75	381850	40.00528026	954499	GB_GCA_021162425.1	t	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__JAGGYQ01;s__JAGGYQ01 sp021162425	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__JAGGYQ01	s__JAGGYQ01 sp021162425	not type material	none	f	15	15	60646	60646	none	0	none	none	18936	1	108	JAGGYQ010000053.1	none	none	none	none	none	none	12726	12726	f	f	t	24751	24751	Contig	ASM2116242v1	na	PRJNA713414	SAMN18353678	75	24751	Pacific Ocean: Mexico; Pescadero Basin	10.12.21	GCA_021162425.1	derived from metagenome	full	AUK182	marine hydrothermal sediment	23.957043 N 108.862273 W	0	0	Candidatus Aenigmarchaeota archaeon	none	na	1	none	none	none	none	none	10.12.21	0	2093792	0	AUK182	California Institute of Technology	2093792	d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon	0	954499	11	34	none	954499	0	JAGGYQ000000000.1	1076	75	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	33	0
GB_GCA_934882215.1	0	100	0	188	p__Euryarchaeota (UID3)	125	0	1534664	90.2102506	13	529874	31.15425139	1701208	RS_GCF_000016525.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A smithii	not type material	none	f	2	2	642698	642698	none	0	none	none	none	0	none	none	none	none	none	none	none	none	130831	189023	f	f	t	328066	379838	Scaffold	MTG240_bin.3.fa	na	PRJEB50699	SAMEA13567106	13	328066	none	29.07.22	GCA_934882215.1	derived from metagenome	full	MTG240_bin.3.fa	human gut	none	0	none	Methanobrevibacter smithii	none	na	none	9	2	379838	328066	100553	29.07.22	4	2173	none	MTG240_bin.3.fa	UNIVERSITY OF NEW SOUTH WALES	2173	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	400	1701208	none	none	none	1700808	0	CAKXSX000000000.1	1665	9	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	400	19	33	0
GB_GCA_021371835.1	0	91.18	0	234	p__Euryarchaeota (UID54)	153	0	2163095	86.35278694	88	1533335	61.21217541	2504951	GB_GCA_002501655.1	f	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002501655	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoculleaceae	g__Methanoculleus	s__Methanoculleus sp002501655	not type material	none	f	17	17	155216	155216	79452	1	344	JAJFVJ010000019.1	79452	1	116	JAJFVJ010000019.1	344	603	5.71E-171	98.256	JMIO01000103.3497.5658	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;Methanoculleus sp. MH98A	28465	28465	f	f	t	50994	50994	Contig	ASM2137183v1	na	PRJNA743546	SAMN21553936	88	50994	USA: Altavista; VA	05.01.22	GCA_021371835.1	derived from metagenome	full	bin.707	PCB contaminated wastewater treatment lagoon sediment microcosms	37.113638 N 79.272834 W	0	0	Methanomicrobiaceae archaeon	none	na	2	none	none	none	none	none	05.01.22	0	2716262	0	bin.707	University of Iowa	2716262	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;x__unclassified Methanomicrobiaceae;s__Methanomicrobiaceae archaeon	0	2504951	11	44	none	2504951	0	JAJFVJ000000000.1	2514	88	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	44	0
GB_GCA_019322815.1	0	78.5	0.93	149	k__Archaea (UID2)	107	0	1145158	92.59361378	79	400159	32.35550719	1236757	GB_GCA_019322815.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WJKL01;g__JAHWIB01;s__JAHWIB01 sp019322815	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__WJKL01	g__JAHWIB01	s__JAHWIB01 sp019322815	not type material	none	f	18	18	65176	65176	22871	1	3017	JAHWIB010000019.1	none	0	none	none	2514	1751	0	79.714	CEUD01026050.960.3451	Archaea;Nanoarchaeota;Woesearchaeia;marine metagenome	15655	15655	f	f	t	25079	25079	Contig	ASM1932281v1	na	PRJNA746083	SAMN20180950	79	25079	Pacific Ocean: Yap Trench	22.07.21	GCA_019322815.1	derived from metagenome	full	Yap200.bin9.104	seawater	9.900000 N 138.510000 E	0	0	Candidatus Woesearchaeota archaeon	none	na	4	none	none	none	none	none	22.07.21	0	2026803	2	Yap200.bin9.104	Shenzhen Univeristy	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	0	1236757	11	29	none	1236757	0	JAHWIB000000000.1	1472	79	65176	2	none	none	none	none	none	none	1614	JAHWIB010000001.1	1183	1325	0	87.067	AACY023772431.1.1249	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;marine metagenome	0	19	29	0
GB_GCA_020833205.1	0	62.13	0.74	174	k__Archaea (UID146)	136	100	854146	90.79241641	136	525210	55.82779176	940768	GB_GCA_020833205.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum sp020833205	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermoproteaceae	g__Pyrobaculum	s__Pyrobaculum sp020833205	not type material	none	f	31	31	30676	30676	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6917	6917	f	f	t	9548	9548	Contig	ASM2083320v1	na	PRJNA568220	SAMN18938184	136	9548	USA: Yellowstone National Park; GGS063 Spring	10.11.21	GCA_020833205.1	derived from metagenome	full	Bin S24	Sediments from shelf	44.69047 N 110.72917 W	0	0	Pyrobaculum sp.	none	na	0	none	none	none	none	none	10.11.21	0	2004705	0	Bin S24	DOE Joint Genome Institute	2004705	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;x__unclassified Pyrobaculum;s__Pyrobaculum sp.	0	940768	11	16	none	940768	0	JAJHQT000000000.1	1220	136	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	11	16	0
