replicon,protein,category,description,phylum,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,phylum_clean,family_clean,new_category
NZ_CP058580.1,NZ_CP058580.1_106,virion,Phage SPO1 DNA,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum salinum,Halobacteriota,Haloferacaceae,Phage replication
NZ_CP063206.1,NZ_CP063206.1_12,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP063206.1,NZ_CP063206.1_150,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Phage replication
NZ_CP063206.1,NZ_CP063206.1_171,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP063206.1,NZ_CP063206.1_367,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP063206.1,NZ_CP063206.1_454,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP063206.1,NZ_CP063206.1_489,tail,T4-like virus tail tube protein gp19,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Tail & baseplate
NZ_CP063206.1,NZ_CP063206.1_490,tail,T4-like virus tail tube protein gp19,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Tail & baseplate
NZ_CP063206.1,NZ_CP063206.1_560,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP063207.1,NZ_CP063207.1_47,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP063207.1,NZ_CP063207.1_61,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP063207.1,NZ_CP063207.1_262,lysis,Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP063208.1,NZ_CP063208.1_45,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP063208.1,NZ_CP063208.1_46,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax gibbonsii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP064790.1,NZ_CP064790.1_52,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum desulfuricans,Halobacteriota,Haloarculaceae,Prophage maintenance
NZ_CP064790.1,NZ_CP064790.1_74,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum desulfuricans,Halobacteriota,Haloarculaceae,Integrase
NZ_CP064790.1,NZ_CP064790.1_82,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum desulfuricans,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP064790.1,NZ_CP064790.1_101,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum desulfuricans,Halobacteriota,Haloarculaceae,Integrase
NZ_CP064792.1,NZ_CP064792.1_147,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum sp017094465,Halobacteriota,Haloarculaceae,Integrase
NZ_CP069189.1,NZ_CP069189.1_8,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP069189.1,NZ_CP069189.1_91,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Integrase
NZ_CP069189.1,NZ_CP069189.1_137,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Integrase
NZ_CP069190.1,NZ_CP069190.1_14,lysis,Peptidase M10A and M12B matrixin and adamalysin,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Lysis & membrane
NZ_CP069190.1,NZ_CP069190.1_103,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Integrase
NZ_CP069190.1,NZ_CP069190.1_107,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Integrase
NZ_CP069191.1,NZ_CP069191.1_42,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP069191.1,NZ_CP069191.1_43,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP069191.1,NZ_CP069191.1_169,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Integrase
NZ_CP069192.1,NZ_CP069192.1_3,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Integrase
NZ_CP069192.1,NZ_CP069192.1_110,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Lysis & membrane
NZ_CP069192.1,NZ_CP069192.1_134,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP069192.1,NZ_CP069192.1_136,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP069192.1,NZ_CP069192.1_152,lysis,Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP069192.1,NZ_CP069192.1_176,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP069192.1,NZ_CP069192.1_179,lysis,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP069193.1,NZ_CP069193.1_52,lysis,NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP069193.1,NZ_CP069193.1_54,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena salifodinae,Halobacteriota,Natrialbaceae,Integrase
NZ_CP070333.1,NZ_CP070333.1_8,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP070333.1,NZ_CP070333.1_27,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Lysis & membrane
NZ_CP070333.1,NZ_CP070333.1_84,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070334.1,NZ_CP070334.1_12,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP070335.2,NZ_CP070335.2_3,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP070335.2,NZ_CP070335.2_6,lysis,NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070335.2,NZ_CP070335.2_37,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070335.2,NZ_CP070335.2_38,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070335.2,NZ_CP070335.2_39,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP- binding affinity of the ATP-hydrolyzing subunit KdpB by the formation of a transient KdpB KdpC ATP ternary complex",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070335.2,NZ_CP070335.2_70,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070335.2,NZ_CP070335.2_134,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Lysis & membrane
NZ_CP070335.2,NZ_CP070335.2_150,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP070335.2,NZ_CP070335.2_281,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Prophage maintenance
NZ_CP070337.2,NZ_CP070337.2_9,packaging,Phage portal protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,DNA packaging
NZ_CP070337.2,NZ_CP070337.2_10,packaging,chromosome segregation,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,DNA packaging
NZ_CP070375.1,NZ_CP070375.1_15,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP070375.1,NZ_CP070375.1_18,lysis,NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070375.1,NZ_CP070375.1_45,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070375.1,NZ_CP070375.1_46,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070375.1,NZ_CP070375.1_47,lysis,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP- binding affinity of the ATP-hydrolyzing subunit KdpB by the formation of a transient KdpB KdpC ATP ternary complex",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070375.1,NZ_CP070375.1_75,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP070375.1,NZ_CP070375.1_129,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Lysis & membrane
NZ_CP070375.1,NZ_CP070375.1_148,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP070375.1,NZ_CP070375.1_266,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Prophage maintenance
NZ_CP070376.1,NZ_CP070376.1_10,virion,Putative phage serine protease XkdF,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Lysis & membrane
NZ_CP070376.1,NZ_CP070376.1_12,packaging,Phage portal protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,DNA packaging
NZ_CP073367.1,NZ_CP073367.1_9,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073367.1,NZ_CP073367.1_88,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073368.1,NZ_CP073368.1_22,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP073368.1,NZ_CP073368.1_162,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073368.1,NZ_CP073368.1_319,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073368.1,NZ_CP073368.1_323,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073368.1,NZ_CP073368.1_389,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Prophage maintenance
NZ_CP073368.1,NZ_CP073368.1_437,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073368.1,NZ_CP073368.1_501,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP073369.1,NZ_CP073369.1_59,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP073369.1,NZ_CP073369.1_100,lysis,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP073369.1,NZ_CP073369.1_103,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP073369.1,NZ_CP073369.1_250,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073369.1,NZ_CP073369.1_295,lysis,"Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP073370.1,NZ_CP073370.1_37,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073371.1,NZ_CP073371.1_47,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073371.1,NZ_CP073371.1_72,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073371.1,NZ_CP073371.1_74,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP073372.1,NZ_CP073372.1_42,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Prophage maintenance
NZ_CP073372.1,NZ_CP073372.1_67,lysis,"ATPase which is responsible for recognizing, binding, unfolding and translocation of substrate proteins into the archaeal 20S proteasome core particle. Is essential for opening the gate of the 20S proteasome via an interaction with its C- terminus, thereby allowing substrate entry and access to the site of proteolysis. Thus, the C-termini of the proteasomal ATPase function like a 'key in a lock' to induce gate opening and therefore regulate proteolysis. Unfolding activity requires energy from ATP hydrolysis, whereas ATP binding alone promotes ATPase-20S proteasome association which triggers gate opening, and supports translocation of unfolded substrates",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP073372.1,NZ_CP073372.1_123,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP077714.1,NZ_CP077714.1_1,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus shibatae,Thermoproteota,Sulfolobaceae,Integrase
NZ_CP077716.1,NZ_CP077716.1_1,integrase,Phage integrase family,p__Thermoproteota,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus shibatae,Thermoproteota,Sulfolobaceae,Integrase
NZ_CP078064.1,NZ_CP078064.1_2,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP078064.1,NZ_CP078064.1_131,lysis,Peptidase M10A and M12B matrixin and adamalysin,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Lysis & membrane
NZ_CP078064.1,NZ_CP078064.1_222,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP078064.1,NZ_CP078064.1_322,tail,T4-like virus tail tube protein gp19,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Tail & baseplate
NZ_CP078064.1,NZ_CP078064.1_326,tail,T4-like virus tail tube protein gp19,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax larsenii,Halobacteriota,Haloferacaceae,Tail & baseplate
