sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NC_025188.1	1	13053	0.6637554585152838	0b1e4dc646bfb171bbfe41c1ab4f895d	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp000296615
NZ_AP011527.1	1	12084	0.28914266799073157	3e01c14ea40ad15acc92d45d7a3c8760	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis
NZ_AP011953.1	1	11015	0.4250567408079891	74a2f004215af8f245c9a2b41113aa2f	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter sp000828575
NZ_AP017559.1	1	138020	0.5320315896246921	7d0c1ef906fe79a0625bc352187e1b60	-	-	-	-	-	-	-	-	non-mobilizable	CP004854	0.295981	Alteromonas mediterranea UM7	AF003	AO900	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halopenitus	s__Halopenitus persicus_A
NZ_AP017570.1	1	141523	0.5647138627643563	9491b753558598d614457ff007e32e3b	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP032182	0.295981	Citrobacter freundii	AE227	AN960	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum trapanicum_A
NZ_AP017571.1	1	103081	0.5771286658065017	8cc9fd48123c000143749b7879c83447	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum trapanicum_A
NZ_AP025699.1	1	22428	0.38407347957909754	111dc984fb00cb55e2bd7a497d199c6c	-	-	-	-	-	-	-	-	non-mobilizable	NC_011775	0.295981	Bacillus cereus G9842	AG554	AQ601	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae_A	g__Methanothermobacter_A	s__Methanothermobacter_A tenebrarum
NZ_CP007056.1	1	573680	0.5982638404685539	f1aafafb5cbfea223745fb27e9cf4d99	-	-	-	-	-	-	-	-	non-mobilizable	CP016441	0.295981	Bordetella pseudohinzii	AH111	AR167	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halostagnicola	s__Halostagnicola larsenii
NZ_CP007057.1	1	464581	0.5696961347967309	bf098b74493a298919b26824336f5c51	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halostagnicola	s__Halostagnicola larsenii
NZ_CP007058.1	1	172663	0.5919218361779883	5e4450d4c069b9e7b37dab89eeb2831b	-	-	-	-	-	-	-	-	non-mobilizable	CP036430	0.295981	Planctomycetes bacterium ElP	AH462	AR518	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halostagnicola	s__Halostagnicola larsenii
NZ_CP007059.1	1	130926	0.5942364389044192	f8f65b8dd34c32a907a907f08015ce45	-	-	-	-	-	-	-	-	non-mobilizable	CP024423	0.295981	Paracoccus yeei	AF954	AP963	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halostagnicola	s__Halostagnicola larsenii
NZ_CP007552.1	1	131983	0.5727030181757545	e3dc5093149c91d782d954b83f83f6f7	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mediterranei
NZ_CP007554.1	1	505931	0.575062521623091	68f9cc85ae02dbeaa2394f9349814045	-	-	-	-	-	-	-	-	non-mobilizable	JX683454	0.295981	Agrobacterium tumefaciens	AC837	AM187	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mediterranei
NZ_CP008875.1	1	124256	0.554065799639454	f8d30fa77fa01cb2e4df8311e85fc632	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP042995	0.295981	Acinetobacter nosocomialis	AB410	AK180	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halanaeroarchaeum	s__Halanaeroarchaeum sulfurireducens
NZ_CP008888.1	1	3629	0.4670708184072747	3aa1561c561100b94f9ea9e427da793a	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus eurythermalis
NZ_CP009519.1	1	58133	0.34543202655978533	93e48d03afda4b9a1483dac81a16abf0	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina vacuolata
NZ_CP009523.1	1	54381	0.3431529394457623	08df339c2002153cea24908bc18bcc21	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina vacuolata
NZ_CP009525.1	1	32371	0.3432139214292338	de415ed5fbe798809cf116f512be8a82	-	-	-	-	-	-	-	-	non-mobilizable	CP001529	0.295981	Borreliella burgdorferi 118a	AB806	AK750	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri_B
NZ_CP009527.1	1	41698	0.3584584392536812	2dbfa5bbd182dad8d2c255d8ceb70218	-	-	-	-	-	-	-	-	non-mobilizable	CP014175	0.295981	Clostridium argentinense	AC496	AL707	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
NZ_CP009529.1	1	39586	0.35787904814833527	2a55310021c0548cc8b087b3fb74f404	-	-	-	-	-	-	-	-	non-mobilizable	CP014175	0.295981	Clostridium argentinense	AC496	AL707	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
NZ_CP010530.1	1	405316	0.5985157260014409	ad2ebead84e878a1f07b6cf71967a8e7	-	-	-	-	-	-	-	-	non-mobilizable	CP031755	0.295981	Rhodobacter sphaeroides	AG653	AQ704	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP010531.1	1	133853	0.5538912090128724	3fe854b4dda59394a61b66019b7a7beb	-	-	-	-	-	-	-	-	non-mobilizable	NC_009829	0.295981	Serratia proteamaculans 568	AF771	AP768	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP010532.1	1	116496	0.5420357780524653	bedcac420ddf5c7c0f98c3129c15e051	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP010533.1	1	104322	0.5374896953662698	8a885d05723a7961dba249167ff84a9f	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP010534.1	1	41915	0.6181796492902303	929cf4c4fc2ce53a421b70a47232af0f	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula hispanica
NZ_CP011565.1	1	124256	0.553961176925058	62b834e0a4e6a0427f639bf26d9b983a	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP042995	0.295981	Acinetobacter nosocomialis	AB410	AK180	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halanaeroarchaeum	s__Halanaeroarchaeum sulfurireducens
NZ_CP011948.1	1	488062	0.6457868057746762	a3e1f3e062586cbbc6dff07225a056d2	-	-	-	-	-	-	-	-	non-mobilizable	NC_012854	0.263022	Rhizobium leguminosarum bv. trifolii WSM1325	AC689	AL979	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP011949.1	1	335881	0.6685373688895769	634739147eca9a659f31777086055410	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP011950.1	1	113655	0.5284501341779948	567b4572bdcff62965ff810a1ffd2256	-	-	-	-	-	-	-	-	non-mobilizable	CP026928	0.295981	Agrobacterium tumefaciens	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP011951.1	1	35465	0.5399407866911039	926abef7d7e6cac6debf5c45dbebf197	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP014751.1	1	49106	0.5198753716450129	3f1ce1182bc0dc39578855c919386829	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus peptonophilus
NZ_CP014863.1	1	38045	0.4391378630569063	171268e2b39ef60dcf34d6e4d85ac3e1	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus profundus
NZ_CP019068.1	1	276813	0.6118679397282643	67def7aecb9c72955d3a88621ea50bca	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	CP013518	0.295981	Rhizobium sp. N113	AC695	AL991	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis sp001989615
NZ_CP019069.1	1	120563	0.6517422426449242	0051ebb296d35fb0ef28b95656138962	-	-	-	-	-	-	-	-	non-mobilizable	NC_015162	0.295981	Deinococcus proteolyticus MRP	AE550	AO354	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis sp001989615
NZ_CP019156.1	1	129893	0.5531013988436636	4cd42e76048c2ff5f0740cb70d7e3ccd	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula taiwanensis
NZ_CP019157.1	1	100322	0.5569765355555113	8d8f01462c54e5c0623b54fa434eaacc	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula taiwanensis
NZ_CP019286.1	1	216196	0.5641131195766804	7eed0504dedfbedc01cca2476ad070d8	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	NC_019763	0.295981	Oscillatoria nigro-viridis PCC 7112	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halobiforma	s__Halobiforma lacisalsi
NZ_CP019287.1	1	3760	0.6132978723404255	584eac648bdbf37bd7c77e905269a98f	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halobiforma	s__Halobiforma lacisalsi
NZ_CP019328.1	1	202531	0.6097486310737615	2226f4a2373d1cb77ecd13c83f148b19	-	-	-	-	-	-	-	-	non-mobilizable	NC_015169	0.295981	Deinococcus proteolyticus MRP	AG050	AQ065	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum daqingense
NZ_CP019329.1	1	180835	0.5597146570077696	6028c5523e1fa0573585d85b311ee0cb	-	-	-	-	-	-	-	-	non-mobilizable	CP036351	0.295981	Planctomycetes bacterium K2D	AG933	AQ989	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum daqingense
NZ_CP019330.1	1	54993	0.5766370265306494	b317932fcf69b9006ac98a02244aed64	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum daqingense
NZ_CP024045.1	1	101047	0.526606430670876	bb54dcf9ddcf4e836e0960cd8a4885c2	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrarchaeobaculum	s__Natrarchaeobaculum sulfurireducens
NZ_CP024046.1	1	166472	0.5670322937190638	2f2de8eb1d74f3a524f034d047fdee70	-	-	-	-	-	-	-	-	non-mobilizable	CP044223	0.295981	Nitrincola sp. KXZD1103	AF454	AP403	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrarchaeobaculum	s__Natrarchaeobaculum sulfurireducens
NZ_CP026310.1	1	237003	0.575507483027641	99d79208b531d0fc2060b698c3ff1f9b	-	-	-	-	-	-	-	-	non-mobilizable	CP000665	0.295981	Rhodobacter sphaeroides ATCC 17025	AG652	AQ703	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP026311.1	1	198037	0.5918338492301943	c4d8d6a1c12ecfc59d21f655812c0b37	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP026312.1	1	118877	0.5884990368195698	5fa0b7180164f2dc2311d439954b4042	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	CP000664	0.295981	Rhodobacter sphaeroides ATCC 17025	AC650	AL924	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP026313.1	1	129442	0.5786452619706123	8898f09f2bd910853a2bbfede01228fd	-	-	-	-	MPF_T	NC_015955_00540,NC_002608_00126	-	-	non-mobilizable	CP014802	0.295981	Salipiger profundus	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP026314.1	1	39196	0.6324624961730789	cb7f51a23432369a84bc807c22662d3a	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum rubrum
NZ_CP027032.1	1	235493	0.5693629959276921	7f8b7f3a415b3810ebe16a51a56e6b7b	-	-	-	-	-	-	-	-	non-mobilizable	CP044223	0.295981	Nitrincola sp. KXZD1103	AF454	AP403	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrarchaeobaculum	s__Natrarchaeobaculum sulfurireducens
NZ_CP030065.1	1	300774	0.5701689640726925	4e46b48ad310be3de67e7bfcea337eda	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp003990725
NZ_CP031147.1	1	225191	0.5717812878845069	69d9816d1fce210e63fc299f25a01804	-	-	-	-	-	-	-	-	non-mobilizable	CP014580	0.295981	Burkholderia sp. OLGA172	AA654	AI925	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus rubicundus
NZ_CP031149.1	1	147062	0.5668493560539092	a3b5fc7ed167894d40f2ddf193ef0280	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus rubicundus
NZ_CP031151.1	1	112309	0.5811644658932054	1f38d9958ebdc4ef648f0053fb67eda4	-	-	-	-	-	-	-	-	non-mobilizable	CP035513	0.295981	Haematobacter massiliensis	AF009	AO907	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus rubicundus
NZ_CP031152.1	1	91783	0.5886819999346284	7a50fc89198d9849462be04f17a1163d	-	-	-	-	-	-	-	-	non-mobilizable	AP012038	0.295981	Acidiphilium multivorum AIU301	AD777	AN432	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus rubicundus
NZ_CP031306.1	1	827667	0.5936880412049773	c0b670bfc9d96adfcf74b1ef99095212	-	-	-	-	-	-	-	-	non-mobilizable	LR134450	0.295981	Tsukamurella tyrosinosolvens	AE452	AO235	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum bangense
NZ_CP031307.1	1	213905	0.5903648816063206	42753281535138301e3c1f04c5e880f2	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum bangense
NZ_CP031308.1	1	146189	0.5538515209762704	db1e1c43eb397f57ae8ac849cfd533b0	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum bangense
NZ_CP031309.1	1	115465	0.5766595938163079	4665d7a34ab3cab8e4e8cf105fb9bc53	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum bangense
NZ_CP031312.1	1	397862	0.659032528866793	db646a0b43bd6b2f10d91288d449dc21	-	-	-	-	-	-	-	-	non-mobilizable	CP026928	0.295981	Agrobacterium tumefaciens	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus limi
NZ_CP031313.1	1	207965	0.5669463611665424	e5ec4af1eb53377424b9583d3bf826a5	-	-	-	-	-	-	-	-	non-mobilizable	CP045322	0.295981	Roseivivax sp. THAF197b	AD005	AM403	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus limi
NZ_CP031314.1	1	185668	0.5984768511536721	920f06b80f224552fac72ba7c743c6ad	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus limi
NZ_CP034146.1	1	41138	0.567674656035782	981ed1fe6e8ba30afbdc7aa4e146bcbc	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus aerogenes
NZ_CP034344.1	1	267815	0.584407146724418	36d56c9f39017fe95ad71a81fb54145c	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP023440	0.295981	Thauera sp. K11	AG105	AQ123	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus salinarum
NZ_CP034690.1	1	13972	0.6759948468365302	4936ad80a91482ce42fc97509e91ee03	-	-	-	-	-	-	-	-	non-mobilizable	CP039913	0.295981	Agrobacterium tumefaciens	AC344	AL505	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp004114375
NZ_CP034691.1	1	117216	0.5481845481845482	e2659258dfb0ea9502c7068106528256	-	-	-	-	-	-	-	-	non-mobilizable	NC_008537	0.295981	Arthrobacter sp. FB24	AA165	AH813	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp004114375
NZ_CP034693.1	1	163120	0.5512567435017165	05c550cf7efda34069a7433c5d86e988	-	-	-	-	-	-	-	-	non-mobilizable	NC_008537	0.295981	Arthrobacter sp. FB24	AA165	AH813	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp004114375
NZ_CP034941.1	1	606697	0.573815265280692	0bcc247da0a3d1c2ae4cd501ab62027a	-	-	-	-	-	-	-	-	non-mobilizable	CP029211	0.295981	Aquabacterium olei	AF410	AP355	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum ezzemoulense
NZ_CP034942.1	1	57310	0.5465887279706857	5393902adbf8def6b3e690553b088e39	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum ezzemoulense
NZ_CP035120.1	1	303357	0.6429025867212558	a6b5a3552743d5c3966c52ec80a9deee	-	-	-	-	-	-	-	-	non-mobilizable	MH328007	0.295981	Escherichia coli	AA363	AI333	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus pelagicus
NZ_CP035121.1	1	111878	0.5440658574518672	d78d572acaf65bdc856f8d44e0570e4c	-	-	-	-	MPF_T	NC_015955_00540,NC_015667_00008	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus pelagicus
NZ_CP035122.1	1	58328	0.549873131257715	77b257df7f3ae7d44fd971ba78e72ad8	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus pelagicus
NZ_CP038632.1	1	148406	0.6059930191501691	3ac4cb093ef2760c679ba6ca3c5a934b	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
