hit_id	replicon_name	position_hit	hit_sequence_length	gene_name	i_eval	score	profile_coverage	sequence_coverage	begin	end	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP084468.1_00055	NZ_CP084468.1	55	735	T4SS_virb4	1.000e-72	238.400	0.560	0.820	98	700	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084470.1_00170	NZ_CP084470.1	170	1274	T4SS_t4cp2	3.300e-06	21.200	0.613	0.107	714	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salinisoli
NZ_CP084470.1_00169	NZ_CP084470.1	169	738	T4SS_virb4	6.500e-70	231.200	0.574	0.835	92	707	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salinisoli
NZ_CP084471.1_00061	NZ_CP084471.1	61	1267	T4SS_t4cp2	1.400e-06	20.600	0.586	0.103	719	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salinisoli
NZ_CP084471.1_00060	NZ_CP084471.1	60	732	T4SS_virb4	6.200e-72	236.100	0.574	0.846	87	705	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salinisoli
NZ_CP084473.1_00355	NZ_CP084473.1	355	1096	T4SS_t4cp2	3.200e-07	24.400	0.536	0.109	831	949	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084473.1_00357	NZ_CP084473.1	357	1031	T4SS_t4cp2	2.000e-16	54.500	0.685	0.145	314	463	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084473.1_00355	NZ_CP084473.1	355	1096	T4SS_virb4	1.600e-67	223.100	0.610	0.581	397	1033	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084474.1_00039	NZ_CP084474.1	39	1514	T4SS_t4cp2	4.400e-05	17.400	0.586	0.092	952	1091	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084474.1_00346	NZ_CP084474.1	346	1019	T4SS_t4cp2	6.500e-14	46.300	0.658	0.141	312	455	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084474.1_00348	NZ_CP084474.1	348	1099	T4SS_t4cp2	3.700e-06	21.000	0.541	0.109	830	949	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084474.1_00040	NZ_CP084474.1	40	885	T4SS_virb4	2.200e-70	232.600	0.650	0.835	28	766	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084474.1_00348	NZ_CP084474.1	348	1099	T4SS_virb4	6.400e-67	221.100	0.638	0.604	392	1055	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084475.1_00064	NZ_CP084475.1	64	1031	T4SS_t4cp2	1.100e-16	54.500	0.685	0.145	314	463	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084475.1_00062	NZ_CP084475.1	62	1093	T4SS_virb4	2.000e-65	215.200	0.613	0.585	393	1031	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084882.1_00183	NZ_CP084882.1	183	1521	T4SS_t4cp2	3.600e-06	21.700	0.631	0.099	933	1083	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084882.1_00182	NZ_CP084882.1	182	884	T4SS_virb4	4.700e-70	232.200	0.642	0.827	37	767	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084885.1_00262	NZ_CP084885.1	262	1514	T4SS_t4cp2	1.500e-06	21.700	0.613	0.096	932	1077	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084885.1_00263	NZ_CP084885.1	263	884	T4SS_virb4	2.500e-70	231.900	0.654	0.840	35	777	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP085325.1_00056	NZ_CP085325.1	56	1440	T4SS_t4cp2	7.500e-12	38.100	0.617	0.096	728	865	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Salarchaeum	s__Salarchaeum japonicum
NZ_CP085325.1_00057	NZ_CP085325.1	57	735	T4SS_virb4	4.900e-71	233.300	0.574	0.834	96	708	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Salarchaeum	s__Salarchaeum japonicum
NZ_CP085883.1_00206	NZ_CP085883.1	205	1272	T4SS_t4cp2	1.500e-06	21.600	0.622	0.108	712	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP085883.1_00207	NZ_CP085883.1	206	744	T4SS_virb4	5.100e-73	240.600	0.625	0.875	91	741	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP087722.1_00004	NZ_CP087722.1	4	1271	T4SS_t4cp2	2.000e-07	23.800	0.631	0.110	710	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halalkaliarchaeum	s__Halalkaliarchaeum sp024972735
NZ_CP087722.1_00084	NZ_CP087722.1	84	706	T4SS_virb4	4.700e-65	213.700	0.587	0.853	95	696	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halalkaliarchaeum	s__Halalkaliarchaeum sp024972735
NZ_CP089469.1_00030	NZ_CP089469.1	30	575	T4SS_t4cp1	1.100e-14	49.900	0.991	0.174	197	296	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089469.1_00040	NZ_CP089469.1	40	528	T4SS_t4cp1	1.800e-09	33.100	0.982	0.186	117	214	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089469.1_00030	NZ_CP089469.1	30	575	T4SS_t4cp2	5.800e-27	89.100	0.946	0.344	351	548	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089469.1_00040	NZ_CP089469.1	40	528	T4SS_t4cp2	9.800e-21	68.800	0.860	0.347	285	467	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089469.1_00320	NZ_CP089469.1	318	1274	T4SS_t4cp2	2.700e-06	21.500	0.622	0.108	712	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089469.1_00319	NZ_CP089469.1	317	744	T4SS_virb4	3.000e-73	242.200	0.611	0.858	90	727	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089470.1_00051	NZ_CP089470.1	51	848	T4SS_t4cp2	8.200e-09	27.200	0.586	0.144	552	673	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089470.1_00051	NZ_CP089470.1	51	848	T4SS_virb4	9.500e-76	247.900	0.574	0.743	131	760	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089595.1_00060	NZ_CP089595.1	57	1440	T4SS_t4cp2	1.000e-11	37.600	0.617	0.096	728	865	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp021249405
NZ_CP089595.1_00059	NZ_CP089595.1	56	735	T4SS_virb4	1.600e-70	231.600	0.560	0.803	98	687	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp021249405
NZ_CP090373.1_00006	NZ_CP090373.1	6	1469	T4SS_t4cp2	8.600e-12	38.000	0.617	0.094	728	865	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp021431925
NZ_CP090373.1_00005	NZ_CP090373.1	5	735	T4SS_virb4	7.700e-72	236.100	0.568	0.801	98	686	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp021431925
NZ_CP095006.1_00167	NZ_CP095006.1	166	1647	T4SS_t4cp2	1.200e-11	39.000	0.626	0.084	818	955	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095006.1_00042	NZ_CP095006.1	42	1158	T4SS_virb4	8.100e-47	154.700	0.532	0.527	314	923	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095008.1_00053	NZ_CP095008.1	53	975	T4SS_t4cp2	1.300e-05	17.700	0.550	0.120	471	587	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095008.1_00058	NZ_CP095008.1	58	1322	T4SS_t4cp2	1.300e-13	43.800	0.680	0.123	646	808	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095008.1_00053	NZ_CP095008.1	53	975	T4SS_virb4	1.400e-59	195.300	0.550	0.609	49	642	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095009.1_00120	NZ_CP095009.1	119	638	T4SS_t4cp2	9.800e-15	48.900	0.658	0.224	291	433	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095009.1_00252	NZ_CP095009.1	245	975	T4SS_t4cp2	3.300e-05	17.800	0.550	0.120	471	587	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095009.1_00256	NZ_CP095009.1	249	1327	T4SS_t4cp2	1.300e-12	42.000	0.667	0.119	648	805	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095009.1_00252	NZ_CP095009.1	245	975	T4SS_virb4	5.800e-59	194.800	0.550	0.609	49	642	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
NZ_CP095399.1_00089	NZ_CP095399.1	89	1278	T4SS_t4cp2	1.200e-06	20.700	0.599	0.104	718	850	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halovarius	s__Halovarius luteus
NZ_CP095399.1_00090	NZ_CP095399.1	90	735	T4SS_virb4	5.300e-69	226.200	0.565	0.814	90	687	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halovarius	s__Halovarius luteus
NZ_CP095484.1_00048	NZ_CP095484.1	48	1460	T4SS_t4cp2	2.900e-12	38.700	0.617	0.095	719	856	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095484.1_00049	NZ_CP095484.1	49	735	T4SS_virb4	1.100e-70	231.400	0.560	0.803	98	687	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095485.1_00030	NZ_CP095485.1	30	1272	T4SS_t4cp2	8.100e-07	21.500	0.622	0.108	711	848	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP095485.1_00029	NZ_CP095485.1	29	741	T4SS_virb4	1.800e-73	241.200	0.592	0.843	91	715	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis litorea
NZ_CP098517.1_00016	NZ_CP098517.1	16	1274	T4SS_t4cp2	7.100e-07	21.300	0.622	0.108	712	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703775
NZ_CP098517.1_00015	NZ_CP098517.1	15	744	T4SS_virb4	1.500e-73	241.100	0.601	0.835	91	711	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703775
NZ_CP098519.1_00026	NZ_CP098519.1	26	1274	T4SS_t4cp2	7.400e-07	21.500	0.622	0.108	712	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703795
NZ_CP098519.1_00025	NZ_CP098519.1	25	741	T4SS_virb4	3.000e-74	243.700	0.614	0.865	88	728	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus sp023703795
NZ_CP100410.1_00046	NZ_CP100410.1	46	730	T4SS_t4cp2	1.000e-06	20.600	0.563	0.160	503	619	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100410.1_00047	NZ_CP100410.1	47	1441	T4SS_t4cp2	1.100e-12	40.200	0.595	0.094	722	857	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100410.1_00046	NZ_CP100410.1	46	730	T4SS_virb4	8.000e-68	222.000	0.559	0.796	98	678	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100446.1_00207	NZ_CP100446.1	207	641	T4SS_t4cp2	5.800e-07	24.400	0.590	0.201	353	481	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp024227435
NZ_CP100446.1_00209	NZ_CP100446.1	209	1018	T4SS_t4cp2	8.600e-15	50.000	0.644	0.139	305	445	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp024227435
NZ_CP100446.1_00207	NZ_CP100446.1	207	641	T4SS_virb4	3.000e-55	183.300	0.534	0.899	14	589	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp024227435
NZ_CP100450.1_00005	NZ_CP100450.1	5	1400	T4SS_t4cp2	1.500e-08	27.100	0.613	0.106	658	805	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100450.1_00004	NZ_CP100450.1	4	745	T4SS_virb4	4.400e-72	236.500	0.624	0.893	31	695	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100451.1_00115	NZ_CP100451.1	115	626	T4SS_t4cp2	1.100e-07	24.800	0.545	0.177	444	554	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100451.1_00117	NZ_CP100451.1	117	1642	T4SS_t4cp2	8.900e-10	31.700	0.581	0.080	896	1027	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100451.1_00115	NZ_CP100451.1	115	626	T4SS_virb4	4.200e-73	240.500	0.524	0.867	41	583	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100458.1_00025	NZ_CP100458.1	25	1465	T4SS_t4cp2	9.200e-11	33.500	0.590	0.091	712	844	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100458.1_00024	NZ_CP100458.1	24	653	T4SS_virb4	3.000e-74	242.800	0.526	0.858	45	604	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP101155.1_00110	NZ_CP101155.1	110	2678	T4SS_t4cp2	2.500e-08	26.700	0.550	0.051	1386	1521	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas sp024298905
NZ_CP101155.1_00107	NZ_CP101155.1	107	879	T4SS_virb4	3.000e-59	194.300	0.591	0.720	198	830	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas sp024298905
NZ_CP101324.1_00043	NZ_CP101324.1	43	1469	T4SS_t4cp2	3.900e-12	38.700	0.617	0.094	728	865	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas gomsonensis
NZ_CP101324.1_00042	NZ_CP101324.1	42	735	T4SS_virb4	1.400e-71	234.800	0.560	0.799	98	684	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas gomsonensis
NZ_CP101826.1_00062	NZ_CP101826.1	62	735	T4SS_t4cp2	5.700e-05	16.500	0.541	0.152	504	615	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus inordinatus
NZ_CP101826.1_00063	NZ_CP101826.1	63	1271	T4SS_t4cp2	4.900e-06	20.000	0.599	0.105	719	851	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus inordinatus
NZ_CP101826.1_00062	NZ_CP101826.1	62	735	T4SS_virb4	1.600e-69	229.200	0.578	0.842	87	705	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus inordinatus
NZ_CP101874.1_00041	NZ_CP101874.1	41	1021	T4SS_t4cp2	2.000e-16	52.700	0.667	0.143	305	450	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP101874.1_00039	NZ_CP101874.1	39	1107	T4SS_virb4	9.300e-69	225.400	0.622	0.585	398	1045	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP104744.1_00056	NZ_CP104744.1	56	734	T4SS_t4cp2	1.200e-05	17.700	0.568	0.163	502	621	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104744.1_00057	NZ_CP104744.1	57	1282	T4SS_t4cp2	1.900e-06	20.300	0.577	0.099	724	850	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104744.1_00122	NZ_CP104744.1	122	733	T4SS_t4cp2	2.900e-06	19.700	0.550	0.156	503	616	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104744.1_00123	NZ_CP104744.1	123	1387	T4SS_t4cp2	2.500e-12	39.500	0.613	0.101	672	811	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104744.1_00056	NZ_CP104744.1	56	734	T4SS_virb4	1.900e-68	224.600	0.561	0.794	98	680	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104744.1_00122	NZ_CP104744.1	122	733	T4SS_virb4	6.700e-67	219.400	0.568	0.824	98	701	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106967.1_00228	NZ_CP106967.1	228	734	T4SS_t4cp2	5.200e-05	17.400	0.554	0.157	502	616	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106967.1_00229	NZ_CP106967.1	229	1279	T4SS_t4cp2	1.100e-05	19.600	0.608	0.106	724	858	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106967.1_00228	NZ_CP106967.1	228	734	T4SS_virb4	2.700e-68	225.900	0.563	0.796	98	681	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106970.1_00036	NZ_CP106970.1	36	734	T4SS_t4cp2	9.500e-06	17.400	0.554	0.157	502	616	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106970.1_00037	NZ_CP106970.1	37	1279	T4SS_t4cp2	1.400e-07	23.300	0.631	0.109	719	858	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106970.1_00036	NZ_CP106970.1	36	734	T4SS_virb4	6.300e-71	232.100	0.561	0.794	98	680	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP111038.1_00064	NZ_CP111038.1	64	1407	T4SS_t4cp2	2.500e-07	23.400	0.631	0.106	657	805	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111038.1_00063	NZ_CP111038.1	63	739	T4SS_virb4	3.300e-69	227.300	0.620	0.896	28	689	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111039.1_00064	NZ_CP111039.1	64	915	T4SS_t4cp1	3.600e-07	23.700	0.991	0.122	119	230	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111039.1_00064	NZ_CP111039.1	64	915	T4SS_t4cp2	1.300e-13	43.400	0.640	0.153	306	445	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111039.1_00061	NZ_CP111039.1	61	970	T4SS_virb4	1.200e-56	185.100	0.750	0.874	34	881	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111040.1_00130	NZ_CP111040.1	129	1405	T4SS_t4cp2	2.900e-06	21.900	0.617	0.104	657	802	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111040.1_00131	NZ_CP111040.1	130	739	T4SS_virb4	1.700e-68	227.000	0.618	0.893	31	690	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP119783.1_00345	NZ_CP119783.1	345	666	T4SS_t4cp2	5.300e-08	27.400	0.590	0.189	469	594	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119783.1_00360	NZ_CP119783.1	360	1191	T4SS_t4cp2	4.000e-09	31.100	0.613	0.121	604	747	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119783.1_00345	NZ_CP119783.1	345	666	T4SS_virb4	8.100e-68	224.600	0.546	0.853	38	605	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119784.1_00138	NZ_CP119784.1	138	1389	T4SS_t4cp2	3.200e-07	23.900	0.613	0.107	656	803	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119784.1_00139	NZ_CP119784.1	139	745	T4SS_virb4	2.700e-73	241.700	0.622	0.891	31	694	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119792.1_00043	NZ_CP119792.1	43	1191	T4SS_t4cp2	2.200e-09	32.000	0.590	0.110	617	747	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119792.1_00064	NZ_CP119792.1	64	666	T4SS_t4cp2	5.600e-08	27.400	0.590	0.189	469	594	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119792.1_00064	NZ_CP119792.1	64	666	T4SS_virb4	5.400e-68	225.200	0.546	0.853	38	605	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119798.1_00087	NZ_CP119798.1	87	1109	T4SS_t4cp2	3.900e-07	22.800	0.707	0.137	816	967	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119798.1_00089	NZ_CP119798.1	89	1026	T4SS_t4cp2	9.600e-16	51.000	0.667	0.142	312	457	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119798.1_00087	NZ_CP119798.1	87	1109	T4SS_virb4	8.400e-67	219.400	0.608	0.573	407	1041	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119799.1_00133	NZ_CP119799.1	133	1454	T4SS_t4cp2	1.400e-13	44.800	0.599	0.092	725	858	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119799.1_00134	NZ_CP119799.1	134	712	T4SS_t4cp2	2.700e-06	21.000	0.509	0.153	499	607	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119799.1_00134	NZ_CP119799.1	134	712	T4SS_virb4	1.500e-72	239.400	0.571	0.848	90	693	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119806.1_00064	NZ_CP119806.1	64	1460	T4SS_t4cp2	2.800e-14	45.300	0.604	0.095	723	860	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0012]
