protein_id	plasmid	cluster_id	cluster_rep
NZ_CP084470.1|NZ_CP084470.1_00217	NZ_CP084470.1	cluster_20676	NZ_CP119797.1|NZ_CP119797.1_00238
NZ_CP119797.1|NZ_CP119797.1_00244	NZ_CP119797.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NZ_CP119991.1|NZ_CP119991.1_00228	NZ_CP119991.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NZ_CP084465.1|NZ_CP084465.1_00050	NZ_CP084465.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NZ_CP030065.1|NZ_CP030065.1_00116	NZ_CP030065.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NC_014298.1|NC_014298.1_00297	NC_014298.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NZ_CP034941.1|NZ_CP034941.1_00613	NZ_CP034941.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NZ_CP035121.1|NZ_CP035121.1_00023	NZ_CP035121.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NZ_CP053942.1|NZ_CP053942.1_00006	NZ_CP053942.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NZ_CP106967.1|NZ_CP106967.1_00311	NZ_CP106967.1	cluster_20677	NZ_CP119797.1|NZ_CP119797.1_00244
NZ_CP119797.1|NZ_CP119797.1_00246	NZ_CP119797.1	cluster_20678	NZ_CP119797.1|NZ_CP119797.1_00246
CP050015.1|CP050015.1_00369	CP050015.1	cluster_20678	NZ_CP119797.1|NZ_CP119797.1_00246
NZ_CP084470.1|NZ_CP084470.1_00104	NZ_CP084470.1	cluster_20678	NZ_CP119797.1|NZ_CP119797.1_00246
NZ_CP119797.1|NZ_CP119797.1_00250	NZ_CP119797.1	cluster_20679	NZ_CP119797.1|NZ_CP119797.1_00250
NZ_CP119797.1|NZ_CP119797.1_00252	NZ_CP119797.1	cluster_20680	NZ_CP119797.1|NZ_CP119797.1_00252
NZ_CP045490.1|NZ_CP045490.1_00138	NZ_CP045490.1	cluster_20680	NZ_CP119797.1|NZ_CP119797.1_00252
NZ_CP119797.1|NZ_CP119797.1_00259	NZ_CP119797.1	cluster_20681	NZ_CP119797.1|NZ_CP119797.1_00259
NZ_CP119797.1|NZ_CP119797.1_00261	NZ_CP119797.1	cluster_20682	NZ_CP119797.1|NZ_CP119797.1_00261
NZ_CP119797.1|NZ_CP119797.1_00262	NZ_CP119797.1	cluster_20683	NZ_CP119797.1|NZ_CP119797.1_00262
NZ_CP119797.1|NZ_CP119797.1_00263	NZ_CP119797.1	cluster_20684	NZ_CP119797.1|NZ_CP119797.1_00263
NZ_CP119797.1|NZ_CP119797.1_00264	NZ_CP119797.1	cluster_20685	NZ_CP119797.1|NZ_CP119797.1_00264
NZ_CP119797.1|NZ_CP119797.1_00268	NZ_CP119797.1	cluster_20686	NZ_CP119797.1|NZ_CP119797.1_00268
NZ_CP119797.1|NZ_CP119797.1_00277	NZ_CP119797.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_CP010530.1|NZ_CP010530.1_00330	NZ_CP010530.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NC_015658.1|NC_015658.1_00222	NC_015658.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NC_015944.1|NC_015944.1_00252	NC_015944.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_CP039376.1|NZ_CP039376.1_00080	NZ_CP039376.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NC_013201.1|NC_013201.1_00055	NC_013201.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_CP063206.1|NZ_CP063206.1_00241	NZ_CP063206.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
CP046868.1|CP046868.1_00037	CP046868.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
CP040681.1|CP040681.1_00081	CP040681.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_CP081960.1|NZ_CP081960.1_00024	NZ_CP081960.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_CP084464.1|NZ_CP084464.1_00125	NZ_CP084464.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_CP084467.1|NZ_CP084467.1_00123	NZ_CP084467.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_CP084474.1|NZ_CP084474.1_00267	NZ_CP084474.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_MN918442.1|NZ_MN918442.1_00181	NZ_MN918442.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_LN831303.1|NZ_LN831303.1_00200	NZ_LN831303.1	cluster_20687	NZ_CP119797.1|NZ_CP119797.1_00277
NZ_CP119797.1|NZ_CP119797.1_00279	NZ_CP119797.1	cluster_20688	NZ_CP119797.1|NZ_CP119797.1_00279
NZ_CP119797.1|NZ_CP119797.1_00286	NZ_CP119797.1	cluster_20689	NZ_CP119797.1|NZ_CP119797.1_00286
NZ_CP126162.1|NZ_CP126162.1_00258	NZ_CP126162.1	cluster_20689	NZ_CP119797.1|NZ_CP119797.1_00286
CP120469.1|CP120469.1_00233	CP120469.1	cluster_20689	NZ_CP119797.1|NZ_CP119797.1_00286
NZ_CP126155.1|NZ_CP126155.1_00320	NZ_CP126155.1	cluster_20689	NZ_CP119797.1|NZ_CP119797.1_00286
NC_014735.1|NC_014735.1_00106	NC_014735.1	cluster_20689	NZ_CP119797.1|NZ_CP119797.1_00286
NC_017943.1|NC_017943.1_00229	NC_017943.1	cluster_20689	NZ_CP119797.1|NZ_CP119797.1_00286
NZ_CP054708.1|NZ_CP054708.1_00309	NZ_CP054708.1	cluster_20689	NZ_CP119797.1|NZ_CP119797.1_00286
NZ_CP119797.1|NZ_CP119797.1_00298	NZ_CP119797.1	cluster_20690	NZ_CP119797.1|NZ_CP119797.1_00298
NZ_CP045490.1|NZ_CP045490.1_00189	NZ_CP045490.1	cluster_20690	NZ_CP119797.1|NZ_CP119797.1_00298
NZ_CP030065.1|NZ_CP030065.1_00079	NZ_CP030065.1	cluster_20690	NZ_CP119797.1|NZ_CP119797.1_00298
NZ_CP031306.1|NZ_CP031306.1_00437	NZ_CP031306.1	cluster_20690	NZ_CP119797.1|NZ_CP119797.1_00298
NZ_CP053942.1|NZ_CP053942.1_00032	NZ_CP053942.1	cluster_20690	NZ_CP119797.1|NZ_CP119797.1_00298
NZ_CP095398.1|NZ_CP095398.1_00522	NZ_CP095398.1	cluster_20690	NZ_CP119797.1|NZ_CP119797.1_00298
NZ_CP119797.1|NZ_CP119797.1_00300	NZ_CP119797.1	cluster_20691	NZ_CP119797.1|NZ_CP119797.1_00300
NZ_CP119797.1|NZ_CP119797.1_00301	NZ_CP119797.1	cluster_20692	NZ_CP119797.1|NZ_CP119797.1_00301
NZ_CP119797.1|NZ_CP119797.1_00304	NZ_CP119797.1	cluster_20693	NZ_CP119797.1|NZ_CP119797.1_00304
NZ_CP119797.1|NZ_CP119797.1_00309	NZ_CP119797.1	cluster_20694	NZ_CP119797.1|NZ_CP119797.1_00309
NZ_CP095492.1|NZ_CP095492.1_00398	NZ_CP095492.1	cluster_20694	NZ_CP119797.1|NZ_CP119797.1_00309
NZ_CP099392.1|NZ_CP099392.1_00084	NZ_CP099392.1	cluster_20694	NZ_CP119797.1|NZ_CP119797.1_00309
NZ_CP119792.1|NZ_CP119792.1_00354	NZ_CP119792.1	cluster_20694	NZ_CP119797.1|NZ_CP119797.1_00309
NZ_CP119783.1|NZ_CP119783.1_00043	NZ_CP119783.1	cluster_20694	NZ_CP119797.1|NZ_CP119797.1_00309
NZ_CP120472.1|NZ_CP120472.1_00301	NZ_CP120472.1	cluster_20694	NZ_CP119797.1|NZ_CP119797.1_00309
NZ_CP119797.1|NZ_CP119797.1_00690	NZ_CP119797.1	cluster_20694	NZ_CP119797.1|NZ_CP119797.1_00309
NZ_CP119797.1|NZ_CP119797.1_00311	NZ_CP119797.1	cluster_20695	NZ_CP119797.1|NZ_CP119797.1_00311
NZ_CP119797.1|NZ_CP119797.1_00321	NZ_CP119797.1	cluster_20696	NZ_CP119797.1|NZ_CP119797.1_00321
NZ_CP119797.1|NZ_CP119797.1_00322	NZ_CP119797.1	cluster_20697	NZ_CP119797.1|NZ_CP119797.1_00322
NZ_CP119799.1|NZ_CP119799.1_00234	NZ_CP119799.1	cluster_20885	NZ_CP119799.1|NZ_CP119799.1_00234
NZ_CP135523.1|NZ_CP135523.1_00232	NZ_CP135523.1	cluster_20885	NZ_CP119799.1|NZ_CP119799.1_00234
NC_013745.1|NC_013745.1_00254	NC_013745.1	cluster_20885	NZ_CP119799.1|NZ_CP119799.1_00234
NZ_CP069189.1|NZ_CP069189.1_00080	NZ_CP069189.1	cluster_20885	NZ_CP119799.1|NZ_CP119799.1_00234
NZ_CP119799.1|NZ_CP119799.1_00239	NZ_CP119799.1	cluster_20886	NZ_CP119799.1|NZ_CP119799.1_00239
NZ_CP083667.1|NZ_CP083667.1_00016	NZ_CP083667.1	cluster_20886	NZ_CP119799.1|NZ_CP119799.1_00239
NZ_CP083667.1|NZ_CP083667.1_00365	NZ_CP083667.1	cluster_20886	NZ_CP119799.1|NZ_CP119799.1_00239
NZ_CP119797.1|NZ_CP119797.1_00178	NZ_CP119797.1	cluster_20886	NZ_CP119799.1|NZ_CP119799.1_00239
NZ_CP135523.1|NZ_CP135523.1_00189	NZ_CP135523.1	cluster_20886	NZ_CP119799.1|NZ_CP119799.1_00239
NZ_CP119799.1|NZ_CP119799.1_00196	NZ_CP119799.1	cluster_20886	NZ_CP119799.1|NZ_CP119799.1_00239
NZ_CP119799.1|NZ_CP119799.1_00243	NZ_CP119799.1	cluster_20887	NZ_CP119799.1|NZ_CP119799.1_00243
NZ_CP119798.1|NZ_CP119798.1_00010	NZ_CP119798.1	cluster_20887	NZ_CP119799.1|NZ_CP119799.1_00243
NZ_CP100405.1|NZ_CP100405.1_00127	NZ_CP100405.1	cluster_20887	NZ_CP119799.1|NZ_CP119799.1_00243
NZ_CP119799.1|NZ_CP119799.1_00244	NZ_CP119799.1	cluster_20888	NZ_CP119799.1|NZ_CP119799.1_00244
NZ_CP119797.1|NZ_CP119797.1_00362	NZ_CP119797.1	cluster_20888	NZ_CP119799.1|NZ_CP119799.1_00244
NZ_CP119799.1|NZ_CP119799.1_00283	NZ_CP119799.1	cluster_20889	NZ_CP119799.1|NZ_CP119799.1_00283
NZ_CP119799.1|NZ_CP119799.1_00287	NZ_CP119799.1	cluster_20890	NZ_CP119799.1|NZ_CP119799.1_00287
NZ_CP119800.1|NZ_CP119800.1_00003	NZ_CP119800.1	cluster_20891	NZ_CP119800.1|NZ_CP119800.1_00003
NZ_CP119800.1|NZ_CP119800.1_00007	NZ_CP119800.1	cluster_20892	NZ_CP119800.1|NZ_CP119800.1_00007
NZ_CP119800.1|NZ_CP119800.1_00019	NZ_CP119800.1	cluster_20893	NZ_CP119800.1|NZ_CP119800.1_00019
NZ_CP119800.1|NZ_CP119800.1_00022	NZ_CP119800.1	cluster_20894	NZ_CP119800.1|NZ_CP119800.1_00022
NZ_CP119806.1|NZ_CP119806.1_00021	NZ_CP119806.1	cluster_21004	NZ_CP119806.1|NZ_CP119806.1_00021
NZ_CP119806.1|NZ_CP119806.1_00027	NZ_CP119806.1	cluster_21005	NZ_CP119806.1|NZ_CP119806.1_00027
NZ_CP119806.1|NZ_CP119806.1_00028	NZ_CP119806.1	cluster_21006	NZ_CP119806.1|NZ_CP119806.1_00028
NZ_CP119806.1|NZ_CP119806.1_00030	NZ_CP119806.1	cluster_21007	NZ_CP119806.1|NZ_CP119806.1_00030
NZ_CP119806.1|NZ_CP119806.1_00036	NZ_CP119806.1	cluster_21008	NZ_CP119806.1|NZ_CP119806.1_00036
NZ_CP084880.1|NZ_CP084880.1_00140	NZ_CP084880.1	cluster_21008	NZ_CP119806.1|NZ_CP119806.1_00036
NZ_CP119806.1|NZ_CP119806.1_00037	NZ_CP119806.1	cluster_21009	NZ_CP119806.1|NZ_CP119806.1_00037
NZ_CP119806.1|NZ_CP119806.1_00038	NZ_CP119806.1	cluster_21010	NZ_CP119806.1|NZ_CP119806.1_00038
NZ_CP119806.1|NZ_CP119806.1_00040	NZ_CP119806.1	cluster_21011	NZ_CP119806.1|NZ_CP119806.1_00040
NZ_CP119806.1|NZ_CP119806.1_00043	NZ_CP119806.1	cluster_21012	NZ_CP119806.1|NZ_CP119806.1_00043
NZ_CP119806.1|NZ_CP119806.1_00044	NZ_CP119806.1	cluster_21013	NZ_CP119806.1|NZ_CP119806.1_00044
NZ_CP119806.1|NZ_CP119806.1_00047	NZ_CP119806.1	cluster_21014	NZ_CP119806.1|NZ_CP119806.1_00047
NZ_CP119806.1|NZ_CP119806.1_00048	NZ_CP119806.1	cluster_21015	NZ_CP119806.1|NZ_CP119806.1_00048
NC_013966.1|NC_013966.1_00084	NC_013966.1	cluster_21015	NZ_CP119806.1|NZ_CP119806.1_00048
NZ_CP040331.1|NZ_CP040331.1_00445	NZ_CP040331.1	cluster_21015	NZ_CP119806.1|NZ_CP119806.1_00048
NZ_CP119806.1|NZ_CP119806.1_00050	NZ_CP119806.1	cluster_21016	NZ_CP119806.1|NZ_CP119806.1_00050
NZ_CP119806.1|NZ_CP119806.1_00051	NZ_CP119806.1	cluster_21017	NZ_CP119806.1|NZ_CP119806.1_00051
NZ_CP119806.1|NZ_CP119806.1_00056	NZ_CP119806.1	cluster_21018	NZ_CP119806.1|NZ_CP119806.1_00056
NZ_CP119806.1|NZ_CP119806.1_00058	NZ_CP119806.1	cluster_21019	NZ_CP119806.1|NZ_CP119806.1_00058
NZ_CP119806.1|NZ_CP119806.1_00073	NZ_CP119806.1	cluster_21020	NZ_CP119806.1|NZ_CP119806.1_00073
NZ_CP010531.1|NZ_CP010531.1_00038	NZ_CP010531.1	cluster_21020	NZ_CP119806.1|NZ_CP119806.1_00073
NZ_CP119806.1|NZ_CP119806.1_00074	NZ_CP119806.1	cluster_21021	NZ_CP119806.1|NZ_CP119806.1_00074
NZ_CP119806.1|NZ_CP119806.1_00075	NZ_CP119806.1	cluster_21022	NZ_CP119806.1|NZ_CP119806.1_00075
NZ_CP119806.1|NZ_CP119806.1_00077	NZ_CP119806.1	cluster_21023	NZ_CP119806.1|NZ_CP119806.1_00077
NZ_CP119806.1|NZ_CP119806.1_00078	NZ_CP119806.1	cluster_21024	NZ_CP119806.1|NZ_CP119806.1_00078
NZ_CP119806.1|NZ_CP119806.1_00079	NZ_CP119806.1	cluster_21025	NZ_CP119806.1|NZ_CP119806.1_00079
NZ_CP119806.1|NZ_CP119806.1_00081	NZ_CP119806.1	cluster_21026	NZ_CP119806.1|NZ_CP119806.1_00081
NC_017943.1|NC_017943.1_00256	NC_017943.1	cluster_21026	NZ_CP119806.1|NZ_CP119806.1_00081
NZ_CP119806.1|NZ_CP119806.1_00082	NZ_CP119806.1	cluster_21027	NZ_CP119806.1|NZ_CP119806.1_00082
NZ_CP119810.1|NZ_CP119810.1_00001	NZ_CP119810.1	cluster_21028	NZ_CP119810.1|NZ_CP119810.1_00001
NZ_CP119810.1|NZ_CP119810.1_00006	NZ_CP119810.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
CP119805.1|CP119805.1_00124	CP119805.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP035120.1|NZ_CP035120.1_00113	NZ_CP035120.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP119810.1|NZ_CP119810.1_00360	NZ_CP119810.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NC_013964.1|NC_013964.1_00346	NC_013964.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NC_017943.1|NC_017943.1_00008	NC_017943.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP011948.1|NZ_CP011948.1_00061	NZ_CP011948.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP063206.1|NZ_CP063206.1_00540	NZ_CP063206.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP078064.1|NZ_CP078064.1_00137	NZ_CP078064.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP104742.1|NZ_CP104742.1_00496	NZ_CP104742.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP106967.1|NZ_CP106967.1_00039	NZ_CP106967.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NC_023011.1|NC_023011.1_00030	NC_023011.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP039136.1|NZ_CP039136.1_00163	NZ_CP039136.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP073368.1|NZ_CP073368.1_00352	NZ_CP073368.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP126162.1|NZ_CP126162.1_00347	NZ_CP126162.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP119560.1|NZ_CP119560.1_00112	NZ_CP119560.1	cluster_21029	NZ_CP119810.1|NZ_CP119810.1_00006
NZ_CP119810.1|NZ_CP119810.1_00009	NZ_CP119810.1	cluster_21030	NZ_CP119810.1|NZ_CP119810.1_00009
NZ_CP119810.1|NZ_CP119810.1_00016	NZ_CP119810.1	cluster_21031	NZ_CP119810.1|NZ_CP119810.1_00016
NZ_CP119810.1|NZ_CP119810.1_00020	NZ_CP119810.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
CP119805.1|CP119805.1_00079	CP119805.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP035120.1|NZ_CP035120.1_00087	NZ_CP035120.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP044524.1|NZ_CP044524.1_00467	NZ_CP044524.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP054586.1|NZ_CP054586.1_00299	NZ_CP054586.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP119810.1|NZ_CP119810.1_00373	NZ_CP119810.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NC_013966.1|NC_013966.1_00038	NC_013966.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NC_014735.1|NC_014735.1_00153	NC_014735.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
CP031304.1|CP031304.1_00768	CP031304.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP101826.1|NZ_CP101826.1_00242	NZ_CP101826.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP031306.1|NZ_CP031306.1_00140	NZ_CP031306.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NC_002608.1|NC_002608.1_00221	NC_002608.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP038632.1|NZ_CP038632.1_00053	NZ_CP038632.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP070333.1|NZ_CP070333.1_00052	NZ_CP070333.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP070335.2|NZ_CP070335.2_00102	NZ_CP070335.2	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP070375.1|NZ_CP070375.1_00101	NZ_CP070375.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP085883.1|NZ_CP085883.1_00058	NZ_CP085883.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP128378.1|NZ_CP128378.1_00263	NZ_CP128378.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP073368.1|NZ_CP073368.1_00001	NZ_CP073368.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP039136.1|NZ_CP039136.1_00087	NZ_CP039136.1	cluster_21032	NZ_CP119810.1|NZ_CP119810.1_00020
NZ_CP119810.1|NZ_CP119810.1_00021	NZ_CP119810.1	cluster_21033	NZ_CP119810.1|NZ_CP119810.1_00021
NC_014300.1|NC_014300.1_00007	NC_014300.1	cluster_21033	NZ_CP119810.1|NZ_CP119810.1_00021
NC_014298.1|NC_014298.1_00006	NC_014298.1	cluster_21033	NZ_CP119810.1|NZ_CP119810.1_00021
NZ_CP096022.1|NZ_CP096022.1_00258	NZ_CP096022.1	cluster_21033	NZ_CP119810.1|NZ_CP119810.1_00021
NZ_CP084468.1|NZ_CP084468.1_00073	NZ_CP084468.1	cluster_21033	NZ_CP119810.1|NZ_CP119810.1_00021
NZ_CP095008.1|NZ_CP095008.1_00137	NZ_CP095008.1	cluster_21033	NZ_CP119810.1|NZ_CP119810.1_00021
NZ_MN918442.1|NZ_MN918442.1_00036	NZ_MN918442.1	cluster_21033	NZ_CP119810.1|NZ_CP119810.1_00021
NZ_CP119990.1|NZ_CP119990.1_00068	NZ_CP119990.1	cluster_21264	NZ_CP119990.1|NZ_CP119990.1_00068
NZ_CP119990.1|NZ_CP119990.1_00069	NZ_CP119990.1	cluster_21265	NZ_CP119990.1|NZ_CP119990.1_00069
NZ_CP119990.1|NZ_CP119990.1_00072	NZ_CP119990.1	cluster_21266	NZ_CP119990.1|NZ_CP119990.1_00072
NC_014731.1|NC_014731.1_00004	NC_014731.1	cluster_21266	NZ_CP119990.1|NZ_CP119990.1_00072
NZ_CP119990.1|NZ_CP119990.1_00077	NZ_CP119990.1	cluster_21267	NZ_CP119990.1|NZ_CP119990.1_00077
NZ_CP119990.1|NZ_CP119990.1_00078	NZ_CP119990.1	cluster_21268	NZ_CP119990.1|NZ_CP119990.1_00078
NZ_CP034941.1|NZ_CP034941.1_00417	NZ_CP034941.1	cluster_21268	NZ_CP119990.1|NZ_CP119990.1_00078
NZ_CP034941.1|NZ_CP034941.1_00079	NZ_CP034941.1	cluster_21268	NZ_CP119990.1|NZ_CP119990.1_00078
NZ_CP054708.1|NZ_CP054708.1_00175	NZ_CP054708.1	cluster_21268	NZ_CP119990.1|NZ_CP119990.1_00078
NC_014731.1|NC_014731.1_00119	NC_014731.1	cluster_21268	NZ_CP119990.1|NZ_CP119990.1_00078
NZ_CP119990.1|NZ_CP119990.1_00079	NZ_CP119990.1	cluster_21269	NZ_CP119990.1|NZ_CP119990.1_00079
NZ_CP054708.1|NZ_CP054708.1_00176	NZ_CP054708.1	cluster_21269	NZ_CP119990.1|NZ_CP119990.1_00079
NC_014731.1|NC_014731.1_00118	NC_014731.1	cluster_21269	NZ_CP119990.1|NZ_CP119990.1_00079
NZ_CP034941.1|NZ_CP034941.1_00416	NZ_CP034941.1	cluster_21269	NZ_CP119990.1|NZ_CP119990.1_00079
NZ_CP034941.1|NZ_CP034941.1_00080	NZ_CP034941.1	cluster_21269	NZ_CP119990.1|NZ_CP119990.1_00079
NZ_CP119990.1|NZ_CP119990.1_00082	NZ_CP119990.1	cluster_21270	NZ_CP119990.1|NZ_CP119990.1_00082
NZ_CP119990.1|NZ_CP119990.1_00083	NZ_CP119990.1	cluster_21271	NZ_CP119990.1|NZ_CP119990.1_00083
NZ_CP081960.1|NZ_CP081960.1_00213	NZ_CP081960.1	cluster_21271	NZ_CP119990.1|NZ_CP119990.1_00083
NZ_CP119990.1|NZ_CP119990.1_00085	NZ_CP119990.1	cluster_21272	NZ_CP119990.1|NZ_CP119990.1_00085
CP120469.1|CP120469.1_00210	CP120469.1	cluster_21272	NZ_CP119990.1|NZ_CP119990.1_00085
NZ_CP119990.1|NZ_CP119990.1_00086	NZ_CP119990.1	cluster_21273	NZ_CP119990.1|NZ_CP119990.1_00086
NZ_CP126159.1|NZ_CP126159.1_00142	NZ_CP126159.1	cluster_21273	NZ_CP119990.1|NZ_CP119990.1_00086
NZ_CP119990.1|NZ_CP119990.1_00088	NZ_CP119990.1	cluster_21274	NZ_CP119990.1|NZ_CP119990.1_00088
NZ_CP119990.1|NZ_CP119990.1_00089	NZ_CP119990.1	cluster_21275	NZ_CP119990.1|NZ_CP119990.1_00089
NC_008213.1|NC_008213.1_00001	NC_008213.1	cluster_21275	NZ_CP119990.1|NZ_CP119990.1_00089
NZ_CP119990.1|NZ_CP119990.1_00090	NZ_CP119990.1	cluster_21276	NZ_CP119990.1|NZ_CP119990.1_00090
NZ_CP119990.1|NZ_CP119990.1_00091	NZ_CP119990.1	cluster_21277	NZ_CP119990.1|NZ_CP119990.1_00091
NZ_CP119990.1|NZ_CP119990.1_00092	NZ_CP119990.1	cluster_21278	NZ_CP119990.1|NZ_CP119990.1_00092
NZ_CP119990.1|NZ_CP119990.1_00093	NZ_CP119990.1	cluster_21279	NZ_CP119990.1|NZ_CP119990.1_00093
NZ_CP119990.1|NZ_CP119990.1_00095	NZ_CP119990.1	cluster_21280	NZ_CP119990.1|NZ_CP119990.1_00095
NZ_CP119990.1|NZ_CP119990.1_00099	NZ_CP119990.1	cluster_21281	NZ_CP119990.1|NZ_CP119990.1_00099
NZ_CP119990.1|NZ_CP119990.1_00100	NZ_CP119990.1	cluster_21282	NZ_CP119990.1|NZ_CP119990.1_00100
CP050015.1|CP050015.1_00375	CP050015.1	cluster_21282	NZ_CP119990.1|NZ_CP119990.1_00100
NZ_CP007554.1|NZ_CP007554.1_00201	NZ_CP007554.1	cluster_21282	NZ_CP119990.1|NZ_CP119990.1_00100
NC_017944.1|NC_017944.1_00314	NC_017944.1	cluster_21282	NZ_CP119990.1|NZ_CP119990.1_00100
NZ_CP119990.1|NZ_CP119990.1_00109	NZ_CP119990.1	cluster_21283	NZ_CP119990.1|NZ_CP119990.1_00109
NZ_CP031314.1|NZ_CP031314.1_00029	NZ_CP031314.1	cluster_21283	NZ_CP119990.1|NZ_CP119990.1_00109
NZ_CP126162.1|NZ_CP126162.1_00450	NZ_CP126162.1	cluster_21283	NZ_CP119990.1|NZ_CP119990.1_00109
NZ_CP126162.1|NZ_CP126162.1_00019	NZ_CP126162.1	cluster_21283	NZ_CP119990.1|NZ_CP119990.1_00109
NZ_CP126162.1|NZ_CP126162.1_00156	NZ_CP126162.1	cluster_21283	NZ_CP119990.1|NZ_CP119990.1_00109
CP120469.1|CP120469.1_00031	CP120469.1	cluster_21283	NZ_CP119990.1|NZ_CP119990.1_00109
NZ_CP119990.1|NZ_CP119990.1_00120	NZ_CP119990.1	cluster_21284	NZ_CP119990.1|NZ_CP119990.1_00120
CP120469.1|CP120469.1_00073	CP120469.1	cluster_21284	NZ_CP119990.1|NZ_CP119990.1_00120
NZ_CP126155.1|NZ_CP126155.1_00150	NZ_CP126155.1	cluster_21284	NZ_CP119990.1|NZ_CP119990.1_00120
NZ_CP126159.1|NZ_CP126159.1_00379	NZ_CP126159.1	cluster_21284	NZ_CP119990.1|NZ_CP119990.1_00120
NZ_CP081960.1|NZ_CP081960.1_00269	NZ_CP081960.1	cluster_21284	NZ_CP119990.1|NZ_CP119990.1_00120
NZ_CP082288.1|NZ_CP082288.1_00077	NZ_CP082288.1	cluster_21284	NZ_CP119990.1|NZ_CP119990.1_00120
NZ_CP090372.1|NZ_CP090372.1_00191	NZ_CP090372.1	cluster_21284	NZ_CP119990.1|NZ_CP119990.1_00120
NZ_CP119990.1|NZ_CP119990.1_00131	NZ_CP119990.1	cluster_21285	NZ_CP119990.1|NZ_CP119990.1_00131
NZ_CP119990.1|NZ_CP119990.1_00141	NZ_CP119990.1	cluster_21286	NZ_CP119990.1|NZ_CP119990.1_00141
